Topic,Count,Name,Representation,Representative_Docs
0,271,0_luigimangione_mangioni_killer_hero,"['luigimangione', 'mangioni', 'killer', 'hero', 'guy', 'intelligence', 'smart', 'stupid', 'coward', 'raskolnikov']","[""Luigi Mangione shot a man in the back, like a coward, just because the man was head of a company that wouldn't give Luigi's rich family free money."", 'The Online Communists who think that Luigi Mangione is a hero are no better than the MAGA people who think that Kyle Rittenhouse is a hero.', ""One problem is branding with Justice for Luigi Mangione. The token is named $HERO. He's not a hero and is in fact a killer first. Some people may feel more connected with the Free Luigi Mangione coin $FREE. That resonates better with people. I think it's one too many of his…""]"
1,268,1_shooter_hero_cowardly_though,"['shooter', 'hero', 'cowardly', 'though', 'killer', 'stop', 'right', 'agree', 'justice', 'coward']","['Also do y’all notice that all these libtards want guns banned in the whole US but until someone uses a gun to kill someone they don’t like, like for example this CEO their totally ok with this and praising Luigi like he’s a savior or something', 'So you support murdering people in cold blood? Hope you don’t piss someone off whose feel about you the way Luigi did about Brian. \n\nFunny though, y’all bashed Kyle Rittenhouse for self defense and killing two horrible and vile people, but you think Luigi is a hero for…', 'no luigi murdered some one in cold blood by shooting him in the back like a coward.']"
2,239,2_assassin_killer_murderer_suspect,"['assassin', 'killer', 'murderer', 'suspect', 'shooter', 'fbi', 'killed', 'ceos', 'lorenz', 'guy']","['It’s disgusting to see people in the replies justifying a shooting because the victim was a CEO of an insurance company.\n\nHe’s still a person. \nA wife still lost her husband. \nKids without a father (if he has kids, I don’t know)\n\nBe better.', ""Words found on shell casings where UnitedHealthcare CEO was shot dead, senior law enforcement official says  \n\nI don't care what you think of United HealthCare, but what a stunning and sickening act of violence against Brian Thompson, the CEO of UHC. Even…"", 'Taylor Lorenz defends United Healthcare CEO Brian Thompson’s murder in sickening post: ‘People wonder why we want these executives dead’']"
3,232,3_luigimangione_case_nypd_murderer,"['luigimangione', 'case', 'nypd', 'murderer', 'die', 'mcdonald', 'face', 'killer', 'killed', 'murdering']","['In New York, the ""death penalty"" is only allowed for the innocent unborn up until the moment of birth. But Luigi Mangione, if convicted for murdering a father and husband by shooting him in the back, will get to live out the rest of his days in jail.', ""Luigi Mangione could face death penalty under new federal charges: Report\n\nI don't support the death penalty. Make this dork fill in potholes for the rest of his life. ((If he even is the shooter to begin with))"", 'Execute him.\n\nLuigi Mangione could face death penalty under new federal charges: Report']"
4,226,4_luigimangione_said_get_julia,"['luigimangione', 'said', 'get', 'julia', 'hero', 'guy', 'shooter', 'cold', 'killer', 'called']","['🚨 TRUMP: “I think it’s terrible that some people seem to admire Luigi Mangione. It’s not specific to the United Healthcare CEO, it’s just an overall sickness, not a specific sickness. It was cold blooded. How people can like this guy is a sickness.”', 'Trump SLAMS those idolizing UnitedHealth CEO assassin Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""', 'Donald Trump on the United Healthcare CEO sho*ter Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""']"
5,222,5_luigimangione_mario_bryan_pizza,"['luigimangione', 'mario', 'bryan', 'pizza', 'man', 'life', 'said', 'guy', 'fucking', 'yet']","[""No. Those aren't exclusively masculine. Women do that as well. \n\nPersonality, mannerisms is what I'm talking about.\n\nOne is masc. The other ain't.\n\nLuigi didn't even have the balls to face his victim, to look him in the eye. Fem trait. Dude is a bottom fem. Might as well come…"", 'Fuck Luigi im standing ten toes on this shit and ain’t a damn thing you gonna say to change my mind in the comments stay mad nigga', 'That last one you should fuck off with. You are probably a supporter of Luigi with that shit. Trash thought and not a great ""critical thinker"", but more like, a piece of shit.']"
6,200,6_murderer_killer_murdering_said,"['murderer', 'killer', 'murdering', 'said', 'hero', 'ceos', 'gun', 'violence', 'guy', 'magione']","[""I understand why people are angry at the insurance CEO was killed, but that still doesn't excuse what Luigi did. Everyone would be way more sympathetic if he'd just shot the guy in the legs a few times to get his point across."", 'i haven’t said shit about that Luigi case because i wanted all the facts and now that I have them . Why people are gunning for a MURDERER to be free is insane to me ! He killed a man that had a family , the healthcare system is still fucked up like ..', ""No. You don't. We want the CEOs of murdering health insurance companies locked up. Not Luigi.""]"
7,196,7_psyop_trump_wonder_think,"['psyop', 'trump', 'wonder', 'think', 'wealthy', 'right', 'thought', 'mentally', 'crazy', 'rich']","['Dude is from a wealthy family and went to an ivy league school. The person he killed rose up the ranks from a small town and worked through college. Fuck everything about Luigi and his fake plight.', 'Oh, yes, let’s absolutely keep that class connection with Luigi—because nothing says working-class hero like being a filthy rich white guy whose family got wealthy off exploiting the elderly in the healthcare system. Solidarity, am I right? 🙄', 'Luigi is also a ""rich fuck"". Literally a spoiled rich kid from a family worth millions lol']"
8,171,8_assassin_murderer_killer_lorenz,"['assassin', 'murderer', 'killer', 'lorenz', 'monster', 'god', 'right', 'sad', 'man', 'deserved']","['I don’t understand why people are celebrating Brian Thompson being killed because at the end of the day, he’s dead. His kids don’t have any father. That 26-year-old Luigi Mangione is going to jail for the rest of his life, and the healthcare system is still the same today — the…', 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?', ""Everyone who works for the same company, deserves to be murdered in cold blood too. Right?\nTell his wife and kids that they deserved this.\nAnd you can't name even one person that Brian Thompson himself killed or directed to die.""]"
9,142,9_murderer_pay_motherfuckers_sentenced,"['murderer', 'pay', 'motherfuckers', 'sentenced', 'money', 'punished', 'guilty', 'death', 'rich', 'arrested']","['Luigi is either gonna get raped in prison for life or get the death penalty', 'Luigi’s going to prison and there’s nothing you can do', 'They are going to love Luigi in prison.']"
