Topic,Count,Name,Representation,Representative_Docs
0,220,0_hero_responsible_murderer_killer,"['hero', 'responsible', 'murderer', 'killer', 'policies', 'killed', 'died', 'osama', 'protect', 'man']","['Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', '""Why are we asking random pundits why they would have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of…', ""I don't believe Brian Thompson deserved to be killed because of a bad experience my family had with an insurance company. I believe he deserved to be killed because he oversaw the mass murder of thousands of Americans.\n\nSome of us have empathy for people beyond our own families.""]"
1,189,1_luigimangione_brianthompson_killer_hero,"['luigimangione', 'brianthompson', 'killer', 'hero', 'killed', 'brianthompsonassassination', 'care', 'case', 'josh', 'kicked']","['Luigi Mangione, in his letter, said companies are continuing to ""abuse our country for immense profit"" because ""the American public has allowed them to get away with it.""\n\nHe also notes that UnitedHealthcare’s market capitalization grew while American life expectancy hasn\'t -NYT', '""US #1 most expensive healthcare system in 🌎. \nYet we rank roughly #42 in life expectancy.""\n\n- Luigi Mangione\n\nHEalth Is Wealth?? \nNOT IN US. \nAsk Y. \n\n#MAHA', 'Luigi Mangione says in his alleged manifesto:\n\n""The US has the #1 most expensive healthcare system in the world, yet we rank roughly #42 in life expectancy.""\n\n""They continue to abuse our country for immense profit because the American public has allowed them to get away with it.""']"
2,175,2_healthcare_scandal_ceos_brianthompson,"['healthcare', 'scandal', 'ceos', 'brianthompson', 'hospitals', 'health', 'executives', 'care', 'money', 'corporations']","['Companies hiding their CEOs now instead of putting them front & center to remind customers/investors that “people matter more than profits” shows us all we need to know about that company’s true business plan. #brianthompson #UnitedHealthcare #insurance #usa #corruption #news', 'Taylor Lorenz slams health insurance industry, says it\'s no ""wonder why we want these executives dead"" after UnitedHealthcare CEO murder', ""Taylor Lorenz slams health insurance industry, says it's no 'wonder why we want these executives dead' after UnitedHealthcare CEO murder""]"
3,172,3_mario_didnt_shhh_last,"['mario', 'didnt', 'shhh', 'last', 'since', 'named', 'fak', 'like', 'ya', 'guy']","['if i see that luigi dude one more time', 'Luigi. Time to take out another one ♥️', ""Where's a Luigi when you need one.""]"
4,154,4_get_right_hero_care,"['get', 'right', 'hero', 'care', 'end', 'insurance', 'go', 'getting', 'way', 'life']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him."", 'How many loved ones have died from health care denied to them health insurance companies?\n\nWhat Luigi did was the inevitable result of a system which denies people life saving care']"
5,150,5_billionaires_brianthompson_shills_poor,"['billionaires', 'brianthompson', 'shills', 'poor', 'rich', 'pbm', 'sympathy', 'god', 'money', 'corruption']","[""Well #UnitedHealthcare is a big health insurance company and we all know how we feel about health insurances, especially those who don't want to pay for patient's medical needs....like surgery, especially when it is life saving."", 'is a racist organization. It’s all coming out now. Keep denying health care claims for poor citizens you racist organization #unitedhealthcare .  is a racist organization. It’s all coming out now. Keep denying health care claims for poor citizens you racist organization', 'is a racist organization. It’s all coming out now. Keep denying health care claims for poor citizens you racist organization #unitedhealthcare .  is a racist organization. It’s all coming out now. Keep denying health care claims for poor citizens you racist organizationr']"
6,133,6_john_giant_executives_chief,"['john', 'giant', 'executives', 'chief', 'ck', 'everyone', 'company', 'hotel', 'care', 'tragic']","['you were over the 🎯🎯\n\nJust over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just how draconian its claims-denying process had become.\nLast November,…', 'United Healthcare parent company $UNH stock was up 500,000% from the day of IPO to the day CEO Brian Thompson was killed. Thompson earned > $100 million while denying medical claims for countless Americans, causing countless deaths, and unimaginable grief to countless folks.', ""Last year, UnitedHealthcare CEO Brian Thompson took home $10.2 million.\n\nAndrew Witty, CEO of UnitedHealth overall, got $23.5 million, making him the industry's highest-paid CEO.\n\nHealth care shouldn't have CEOs at all — let alone those paid 352x more than their typical workers.""]"
7,133,7_mangiones_mr_hero_motherfucker,"['mangiones', 'mr', 'hero', 'motherfucker', 'man', 'story', 'killed', 'case', 'briana', 'living']","['Luigi Mangione is so hot to me, not only is he handsome and has a body you want to eat, he is smart and capable. Girl not gonna lie the fact he killed a corrupt CEO just made him hotter, like yes, I love a man who is gonna take down the enemy one way or another.', '𝗔𝗱𝗱𝗿𝗲𝘀𝘀: 2EUFD5DVdTn68y5QqWKA4taDeNP4cH3RuaZaGHZipump\n\n𝗡𝗮𝗺𝗲: Luigi Mangione Snitch ""Larry"" $MCLARRY\n𝗧𝗶𝗺𝗲 𝘁𝗼 𝗕𝗼𝗻𝗱: 0 Hours - 4 Minutes\n𝗙𝘂𝗹𝗹 𝗥𝗲𝗽𝗼𝗿𝘁 - \n\n📝𝗗𝗲𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻📝\nLarry is a snitch\n\n🤖𝗔𝗜 𝗔𝗻𝗮𝗹𝘆𝘀𝗶𝘀🤖…', ""𝗔𝗱𝗱𝗿𝗲𝘀𝘀: 2cDvWixqvKNz1S6EKJSn2GJRYzQMiA7zaoqudft5pump\n\n𝗡𝗮𝗺𝗲: Luigi Mangione's Alt $MR.SHROOM\n𝗧𝗶𝗺𝗲 𝘁𝗼 𝗕𝗼𝗻𝗱: 0 Hours - 1 Minutes\n𝗙𝘂𝗹𝗹 𝗥𝗲𝗽𝗼𝗿𝘁 - \n\n📝𝗗𝗲𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻📝\n\n🤖𝗔𝗜 𝗔𝗻𝗮𝗹𝘆𝘀𝗶𝘀🤖\nMemeability: 4.0/10\nToken…""]"
8,126,8_italian_freeluigimangione_healthcare_corrupt,"['italian', 'freeluigimangione', 'healthcare', 'corrupt', 'corporate', 'greed', 'right', 'guy', 'man', 'idolizing']","['That was one big performance by the NYPD and it backfired spectacularly. Their goal was to make Luigi Mangione look like a Batman villain. Instead it made him look like a folk hero who fought back against the system that puts profits over our own lives.', 'That was one big performance by the NYPD and it backfired spectacularly. Their goal was to make Luigi Mangione look like a Batman villain. Instead it made him look like a folk hero who fought back against the system that puts profits over our own lives', 'He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!']"
9,126,9_hero_killer_acquitted_murders,"['hero', 'killer', 'acquitted', 'murders', 'companies', 'murderer', 'man', 'fuck', 'poor', 'murdering']","[""Rittenhouse isn't a POS but Luigi is a hero! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands annually. Good riddance"", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance.""]"
