Topic,Count,Name,Representation,Representative_Docs
0,392,0_hero_care_case_guy,"['hero', 'care', 'case', 'guy', 'man', 'right', 'hope', 'killed', 'killer', 'kill']","[""Luigi doesn't have to go to jail if we say he's innocent, no one can stop you."", 'Because it is. Luigi is the fall guy. Pretty sure they found a guy who looks like the shooter and are gonna hold him until they get the real guy.\n\nNow of course, will the publicly say the got the wrong guy when they catch the real one? We shall never know.', 'AND LIKE LUIGI I AM INNOCENT']"
1,378,1_next_right_day_keep,"['next', 'right', 'day', 'keep', 'fucking', 'god', 'hope', 'go', 'game', 'get']","['Where is Luigi when you need him 😂', ""We need more Luigi's"", 'We need a Luigi and we need one right now']"
2,363,2_luigimangione_italian_kimmel_right,"['luigimangione', 'italian', 'kimmel', 'right', 'guy', 'assassin', 'elon', 'fans', 'jimmy', 'rittenhouse']","['He took action against corporations.\nThat is what he did.\nHe was a brave italian.\nIn this house, Luigi Mangione is a hero.\nEnd of story.', 'Supporters of Luigi Mangione stand outside of Blair County Courthouse where the CEO Shooter is about to have his extradition hearing\n\n#FreeLuigi', 'He got revenge for his nonna is what he did. He was a brave Italian American assassin. And in this house, Luigi Mangione is a hero. End of story.']"
3,350,3_luigimangione_john_hero_italian,"['luigimangione', 'john', 'hero', 'italian', 'god', 'man', 'guy', 'brother', 'chill', 'said']","['It was great seeing my friend Luigi Mangione in Cleveland on 12-4-2024 between 6am and 6pm', 'It was great seeing my friend Luigi Mangione in Detroit on 12-4-2024 between 6am and 6pm', 'it was great seeing my friend Luigi Mangione in Tulsa on 12-4-2024 between 6am and 6pm']"
4,346,4_luigimangione_brianthompson_shooter_killed,"['luigimangione', 'brianthompson', 'shooter', 'killed', 'killer', 'right', 'assassin', 'everyone', 'hero', 'big']","['Document ( Manifesto ) found on person of interest Luigi Mangione has two quotes: “These parasites had it coming"" ""It had to be done,""\nWritten words from Luigi Mangione who allegedly gunned down United Healthcare CEO Brian Thompson', '""[Violence] is going to keep happening so long as we live in a system that systemically murders thousands and thousands of people each year w/ this insane for profit healthcare system,"" -, organizer of Luigi Mangione legal defense fund\n\nFULL INTERVIEW below', ""Elderly (70+ years old) patronate McDonald's (cannot afford healthcare) snitched on Luigi Mangione (Hero of destroying greedy healthcare system).\n\nUHC ceo's shooters defense attorney admitted there have been people reaching out to his office, pay luigi mangione's legal defense""]"
5,296,5_hes_blah_said_bout,"['hes', 'blah', 'said', 'bout', 'man', 'fuck', 'snitched', 'character', 'guy', 'right']","['that luigi guy is hot there i said it', 'I like Luigi.', 'They like Luigi too']"
6,272,6_daniel_billionaire_hero_want,"['daniel', 'billionaire', 'hero', 'want', 'much', 'gonna', 'guy', 'going', 'getting', 'lot']","['Both men were class traitors. Luigi allegedly committed the act that benefits the working class the most, despite coming from a privileged background. Brian came from a working class family but did stuff that hurt the working class the most. Easier to understand this way?', 'The right is definitely a big fan of daniel penny. But the love for Luigi is coming from both sides of the aisle. Cant put that on the Left alone im seeing a ton of pro Trump people support him on here', ""With how much his name will be in the news and with how much support he's getting from people $LUIGI could not only do well, but could even bring people into crypto simply because they want to support him and piss off the corrupt elites and give them the middle finger""]"
7,269,7_mario_smash_yet_hope,"['mario', 'smash', 'yet', 'hope', 'next', 'said', 'poor', 'shit', 'else', 'happened']","['THEY’VE GOT THE WRONG GUY!! 🤦\u200d♀️🤦\u200d♀️\n👇👇👇👇👇 This IS the guy! NOT LUIGI!', 'Luigi got the wrong guy', 'Luigi got the wrong guy.']"
8,267,8_guy_italian_joker_man,"['guy', 'italian', 'joker', 'man', 'hero', 'god', 'everyone', 'fuck', 'dude', 'else']","['Luigi was the fall guy. We all know who is really responsible.', 'Not the same person!!!! Luigi is the fall guy!!!!', 'Why isn’t she a hero like Luigi?']"
9,241,9_mayor_daniel_villain_lawyer,"['mayor', 'daniel', 'villain', 'lawyer', 'case', 'hero', 'guy', 'right', 'look', 'instead']","['The left and the right each have a hero who ""killed a guy."" The right has Daniel Penny. The left has Mangione. \n-Crowhill', 'I wish the federal govt would prosecute Mangione vs. going back to NY with incompetent DA Alvin Bragg. Bragg is horrible. He typically goes after innocent people like Daniel Penny and President Trump to prosecute them and lets murderers back on the street of NY.', 'That was one big performance by the NYPD and it backfired spectacularly. Their goal was to make Luigi Mangione look like a Batman villain. Instead it made him look like a folk hero who fought back against the system that puts profits over our own lives. You’re a joke mayor.']"
