Topic,Count,Name,Representation,Representative_Docs
0,38,0_family_hope_killer_died,"['family', 'hope', 'killer', 'died', 'children', 'colleagues', 'cheering', 'anyone', 'smiles', 'people']","['Disturbing! How does this make anyone feel “joyful”?\n\nTaylor Lorenz is laughing over Brian Thompson’s death and says it brings her joy. Piers is having no part of it! Disgusting that anyone would feel this way!', 'There is absolutely no justification for anyone to feel JOY over the assassination of Brian Thompson. Taylor Lorenz should be ashamed of herself. She really needs a good rest to think about why she felt that feeling about someone who died, or to celebrate the assassination! ###', 'Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.']"
1,38,1_luigimangione_murderer_martyr_killer,"['luigimangione', 'murderer', 'martyr', 'killer', 'hero', 'mangioni', 'innocent', 'murdering', 'chris', 'defending']","['Can\'t say I know everything.\nBut imagine you\'re the family of Brian Thompson and have to see so many people supporting Luigi Mangione (who\'s X account has gone from 800 follows to 310K) because he\'s ""hot""\n\nBusiness, Political and motive stuff to be discovered, but people are mad.', 'Chris Rock talks about Luigi Mangione during his SNL monologue\n\n“He actually k*lled a man with a family, with kids. I have real condolences for the Healthcare CEO. This is a real person… but sometimes drug dealers get shot”', '“[Luigi Mangione] killed a man with a family, with kids. I have real condolences for the healthcare CEO. This is a real person…But sometimes drug dealers get shot.”\n\n— Chris Rock on the UnitedHealthcare CEO assassination']"
2,36,2_sonnenfeld_steven_brianthompsonassassination_died,"['sonnenfeld', 'steven', 'brianthompsonassassination', 'died', 'innocent', 'guy', 'shameonamerica', 'unitedhealth', 'deranged', 'boss']","['Unhinged leftist says the UnitedHealthcare CEO was a billionaire who was responsible for the de*ths of millions so you shouldn’t feel bad for his family.\n\nSo now even innocent family members deserve to suffer?\n\nThis woman is deranged. Couldn’t tell by the glasses and nose ring.', 'Friday night Tequila Tweet:\n\n1. Fuck anyone cheering the killing of the UnitedHealthcare CEO.\n\n2. Fuck anyone this week who said transgender Americans should be “erased.”\n\n3. Fuck Syrian President Bashar al-Assad.\n\n4. Fuck anyone who says the men & women of the FBI are our enemy.', 'Someone sent me a TikTok with music (Dead or Alive-BonJovi) celebrating the United CEO’s death. I just feel it’s distasteful. Especially seeing the thousands limes. #TikTok #SocialMedia #UnitedHealthcare #unitedhealthcareceo #unitedhealthceo #ImEvilEdwin🇺🇸']"
3,32,3_insurance_healthcare_assassinated_bereaved,"['insurance', 'healthcare', 'assassinated', 'bereaved', 'died', 'executive', 'fatally', 'trump', 'news', 'killed']","['Brian Thompson, CEO of UnitedHealthcare, was tragically shot and killed this morning outside of a hotel he was staying at in New York City, in what police believe was a targeted attack. Thompson was a father of two.\n\nSenseless gun violence is tearing families apart.\n\nOur hearts…', ""This is the first released image showing the smiling suspect in the tragic shooting of UnitedHealthcare CEO Brian Thompson. The esteemed leader and visionary tragically lost his life in New York City yesterday. The 50-year-old's untimely passing occurred outside the New York…"", 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']"
4,32,4_murdering_care_innocent_wealthy,"['murdering', 'care', 'innocent', 'wealthy', 'shame', 'guilty', 'deserves', 'poor', 'family', 'fuck']","[""I was most interested in the contrasting life stories of Luigi and Brian. I'll try to find the post that laid it out, but basically Brian grew up in a working-class type family, putting in long, hard hours of work. It was a long journey to the top of UHC and there's no…"", 'I just said the dude is a piece of shit for murdering someone and 2 of my coworkers looked at me like I was crazy. I then doubled down and said the CEO isn’t responsible for any deaths and that Luigi is just a moron who shot a man in the back like a coward and they basically just…', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.']"
5,31,5_killed_death_devastated_mentalhealth,"['killed', 'death', 'devastated', 'mentalhealth', 'justice', 'news', 'shooter', 'family', 'deserve', 'involved']","[""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”"", 'NEW from Luigi Mangione\'s family:\n""We only know what we have read in the media. Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved. We are devastated by this news.""', ""Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved,' the family said.""]"
6,30,6_ceos_tragic_unitedhealth_rip,"['ceos', 'tragic', 'unitedhealth', 'rip', 'insurance', 'reformhealthcare', 'claiming', 'inc', 'ed', 'compassionate']","['UnitedHealth Group CEO Andrew Witty has issued an emotional tribute to Brian Thompson, the head of the group’s insurance arm, UnitedHealthcare, following Thompson’s death at the hands of a gunman.', ""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements."", '🚨🇺🇸 NEW UHC CEO PRAISES MURDERED CEO AS A “HEALTHCARE LEGEND”\n\nIn a leaked pep talk to staff, UnitedHealth Group CEO Andrew Witty praised slain CEO Brian Thompson as a titan of healthcare, claiming he had one of the “biggest effects” on the industry—despite ongoing accusations…']"
7,27,7_murderer_insider_fraud_thomson,"['murderer', 'insider', 'fraud', 'thomson', 'ethics', 'crook', 'innocent', 'assassin', 'victim', 'martyred']","[""people are saying such awful things about brian thompson. don't say his shoes flew off like a cartoon character and his body ragdolled into the wall using video game physics and he did the wilhelm scream even though that probably happened. don't say that"", 'It’s irrelevant whether Brian Thompson was perfect example of “American dream “ model citizen OR crook under investigation for insider trading . He is a victim here ! He was killed cowardly , in cold blood ! Brian Thomson deserves Justice ! His murderer hunted and shoot him in…', 'Even a mentally ill subway performer who’s acting out armed with a muffin deserves to live. Brian Thompson deserved to live. The social standings of perpetrator and victim are irrelevant. \n\nBut to understand why Brian Thompson became a target, read this']"
8,23,8_murderer_killer_shapiro_journalist,"['murderer', 'killer', 'shapiro', 'journalist', 'disgruntled', 'terrorizing', 'trolls', 'kill', 'thoughtsandprayers', 'leftists']","['Brian Thompson’s family had 100 law enforcement officers, including snipers, at his funeral to protect them after getting death threats which were inspired by your Romeo. You are a genuinely gross person.', ""First off...condolences to Brian Thompson's family. \n\nSaw the unblurred video floating around. Supressed pistol in a calm user's hands. Either it's 100% a hit or crackheads have expensive hobbies in NYC \n\nVideo in comments so those that don't want to watch can skip it."", 'My #ThoughtsAndPrayers go out to Brian Thompson and his family.\nIt’s amazing that 80 law enforcement agencies were utilized to track down this killer. \nKind of like when they used 80 law enforcement agencies to track down the people who caused the 2008 economic collapse…']"
9,22,9_ripbozo_brianthompsom_guy_rip,"['ripbozo', 'brianthompsom', 'guy', 'rip', 'posthumously', 'pack', 'pete', 'folks', 'haters', 'sad']","['Fun socks: on\n\nPant legs: rolled up past ankle\n\nPatagonia vest: unzipped\n\nEmails: replied ""yes Massa""\n\nYup, I\'m thinkin it\'s time to posthumously fellate Brian Thompson', 'Good morning everyone $GME\n\nHappy Hump Day #wednesdayfeelings \n\nRIP Brian Thompson! #BreakingNews \n\nKeep Fighting Pete Hegseth! \n\nSpotify Wrapped or Apple Music Replay? #SpotifyWrapped2024 #SpotifyWrapped #AppleMusicReplay', 'The annual appearance of the holiday suits marks a joyous end of another year in our cycle of free monthly events. Big props to our co-founders Ben Thoma  and Brian Thompson  for donning their festive attire! #CMcycle #CMATX']"
