Topic,Count,Name,Representation,Representative_Docs
0,146,0_killer_assassin_brianthompson_killed,"['killer', 'assassin', 'brianthompson', 'killed', 'sympathy', 'ceos', 'kill', 'guy', 'shooter', 'hitman']","['UnitedHealthCare CEO was killed and Oligarchs are crying about it. Multitudes of people are dying due to being denied Health Insurance meanwhile Oligarchs are crying about one Health Insurance CEO dying. \n\nOligarchs kill us by denying and delaying Health Insurance but are…', 'CEO of one of the biggest healthcare insurance companies in the US, gets thr*ats on his life.\n\nNo one on the company board of directors says ""Let\'s hire security detail to protect him.""\n\nTells you all you need to know about #UnitedHealthcare\n\nThey don\'t ""care"" about him or you!', 'Companies hiding their CEOs now instead of putting them front & center to remind customers/investors that “people matter more than profits” shows us all we need to know about that company’s true business plan. #brianthompson #UnitedHealthcare #insurance #usa #corruption #news']"
1,136,1_ceos_luigimangione_murderer_brianthompson,"['ceos', 'luigimangione', 'murderer', 'brianthompson', 'deaths', 'killer', 'corporate', 'murdering', 'killed', 'unitedhealth']","['Free him! \n\nIf Daniel Penny & Kyle Rittenhouse can get away with murdering people without justification, so can Luigi Mangione.\n\nThe United Healthcare CEO was a parasite on society (just like every other billionaire) by using his money to deliberately cause harm and death on us!', 'Health insurance companies shouldn’t get to play with people’s lives the way they do. Free Luigi Mangione!!!', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUT…""]"
2,133,2_healthcare_unitedhealth_medical_doctors,"['healthcare', 'unitedhealth', 'medical', 'doctors', 'physician', 'lawsuit', 'health', 'insurance', 'medicare', 'patients']","['UnitedHealthcare CEO had been receiving death threats about ""lack of coverage"" his wife says\n\nA lawsuit filed in 2023 claims the company was using an AI model with 90% error rate to deny care', 'Gee I wonder who would want to shoot this prick.\n\nAlgorithmic Denial of Care: UnitedHealthcare has been accused of employing an AI algorithm to override physician recommendations for extended care, leading to denials of coverage for patients who might benefit from post-acute care…', 'UnitedHealthcare has been accused of using an AI algorithm, specifically nH Predict, to deny claims for post-acute care under Medicare Advantage plans. \n\nThis AI reportedly has a 90% error rate, leading to wrongful denials of care that physicians had deemed necessary. \n\nThese…']"
3,132,3_deaths_killer_murderer_murdering,"['deaths', 'killer', 'murderer', 'murdering', 'killed', 'death', 'killers', 'case', 'hero', 'policies']","['Brian Thompson killed more people than his killer so….', 'Yes, Brian Thompson was a human being with a family.\n\nHe was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year.\n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔']"
4,126,4_ceos_killed_trump_rich,"['ceos', 'killed', 'trump', 'rich', 'corporate', 'kill', 'kills', 'profit', 'violence', 'death']","['Turd with another Bad take. Most of us MAGA like Luigi more than that CEO. Turd must never have had a family member denied care/claim and bankrupted by United Health. What a pussy supporting the big Corporate CEO over Luigi. Done with this guy.', ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him. FK YOU."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him.""]"
5,112,5_died_sympathy_death_killed,"['died', 'sympathy', 'death', 'killed', 'dead', 'god', 'fuck', 'happened', 'americans', 'legacy']","['I have ZERO sympathy for Brian Thompson or his family. I have been in a living hell for over a decade and barely surviving. My credit ruined, my business ruined, my fucking life ruined so they can make millions. Fuck them, I dgaf. 🖕', 'And this weeks ""Flying Fickle Finger of Fate"" goes to...you guest it, Brian Thompson! Lets have a big round of applause for Brian, Folks!', 'I don\'t condone murder, but this weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big round of applause for Brian, folks!']"
6,111,6_killer_insurance_murderer_killed,"['killer', 'insurance', 'murderer', 'killed', 'died', 'death', 'die', 'acquitted', 'companies', 'trial']","[""Rittenhouse isn't a POS but Luigi is a hero! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands annually. Good riddance"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance."", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi""]"
7,93,7_unitedhealth_healthcare_insurer_insurance,"['unitedhealth', 'healthcare', 'insurer', 'insurance', 'ceos', 'health', 'care', 'patients', 'lawsuit', 'executive']","['🚨Murdered Insurance CEO Had Deployed an AI to Automatically Deny Benefits for Sick People: \n\nJust over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just how…', 'Just over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just how draconian its claims-denying process had become.', 'you were over the 🎯🎯\n\nJust over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just how draconian its claims-denying process had become.\nLast November,…']"
8,92,8_assassinated_murdering_killed_killer,"['assassinated', 'murdering', 'killed', 'killer', 'death', 'die', 'coverage', 'justice', 'trump', 'consequences']","['""Why are we asking random pundits why they would have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of…', 'TONIGHT!\n\nHypocrisy of rules-based order\n\nMurder, torture, theft - praised if done in service of plutocrats:\n\nIsrael\nBrian Thompson\nDaniel Perry\nHunter Biden\nBillionaires\n\nBeyond redemption:\n\nRussia\nLuis Mangione\nJordan Keely\nAssange\nPoor/working class', 'LIVE NOW!\n\nHypocrisy of rules-based order\n\nMurder, torture, theft - praised if done in service of plutocrats:\n\nIsrael\nBrian Thompson\nDaniel Penny\nHunter Biden\nBillionaires\n\nBeyond redemption:\n\nRussia\nLuis Mangione\nJordan Keely\nAssange\nPoor/working class']"
9,82,9_obamacare_healthcare_insurance_deaths,"['obamacare', 'healthcare', 'insurance', 'deaths', 'medical', 'health', 'patients', 'medicare', 'care', 'companies']","['The biggest problem is for-profit health insurance and claim deniers like Brian Thompson who are killing thousands every year. You care about Thompson but not about those he killed.', 'brian thompson\'s hard work could only get him to where he got if it was coupled with a callous disregard for the people his company is meant to support. he would not be the CEO of a health insurance company if he said ""we should deny less claims!""', 'You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who can’t always afford health insurance costs.""']"
