Topic,Count,Name,Representation,Representative_Docs
0,187,0_luigimangione_mario_guy_face,"['luigimangione', 'mario', 'guy', 'face', 'man', 'badass', 'mcdonald', 'right', 'ugly', 'cray']","[""The Luigi guy looks unbathed and I feel like I can smell him through the phone. Looks like he hasn't washed his hair in weeks."", 'Fuck Luigi im standing ten toes on this shit and ain’t a damn thing you gonna say to change my mind in the comments stay mad nigga', 'That last one you should fuck off with. You are probably a supporter of Luigi with that shit. Trash thought and not a great ""critical thinker"", but more like, a piece of shit.']"
1,172,1_hero_fucking_next_killer,"['hero', 'fucking', 'next', 'killer', 'stop', 'right', 'yet', 'idolize', 'italian', 'case']","['And yet they probably think Luigi Mangione is a hero.', 'Luigi Mangione is no more of a “hero” then this guy.', ""One problem is branding with Justice for Luigi Mangione. The token is named $HERO. He's not a hero and is in fact a killer first. Some people may feel more connected with the Free Luigi Mangione coin $FREE. That resonates better with people. I think it's one too many of his…""]"
2,153,2_assassin_killer_murderer_suspect,"['assassin', 'killer', 'murderer', 'suspect', 'nypd', 'shooter', 'fbi', 'shapiro', 'gunman', 'ceos']","[""UnitedHealthcare CEO killing suspect retains high-powered New York attorney \nI guess a public attorney isn't good enough for the rich murdering crybaby.\n2 teenager lost their father to a rich crybaby. Rich people killing rich people is still a crime."", ""Culture of life? UnitedHealthcare CEO's murder mocked and celebrated by far-left These people are sick!!"", '‼️Far Left defends UnitedHealthcare CEO’s killer while attacking Daniel Penny.\n\n“And people wonder why we want these executives dead,” wrote former Washington Post reporter Taylor Lorenz.\n\nThe world is upside down. \nRead more here👇']"
3,151,3_murderer_die_killer_died,"['murderer', 'die', 'killer', 'died', 'killed', 'dead', 'death', 'might', 'god', 'rip']","['I don’t understand why people are celebrating Brian Thompson being killed because at the end of the day, he’s dead. His kids don’t have any father. That 26-year-old Luigi Mangione is going to jail for the rest of his life, and the healthcare system is still the same today — the…', 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?', ""Everyone who works for the same company, deserves to be murdered in cold blood too. Right?\nTell his wife and kids that they deserved this.\nAnd you can't name even one person that Brian Thompson himself killed or directed to die.""]"
4,142,4_luigimangione_said_get_got,"['luigimangione', 'said', 'get', 'got', 'guy', 'shooter', 'brother', 'blah', 'cold', 'killer']","['Trump eviscerates those who are idolizing UnitedHealth CEO assassin Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""', 'Trump SLAMS those idolizing UnitedHealth CEO assassin Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""', 'Donald Trump on the United Healthcare CEO sho*ter Luigi Mangione:\n\n""I think it\'s a terrible thing. It\'s really terrible some people seem to admire him... How people can like this guy is a sickness.""']"
5,139,5_else_man_life_said,"['else', 'man', 'life', 'said', 'murderer', 'guy', 'fuck', 'care', 'course', 'killer']","['2/Christmas recess and then approved by the Republican House. The real American Communist Party is going to have to communize the health care system in the way that its agent Luigi has started, by murdering one supporter of private health insurance at a time.', ""No. You don't. We want the CEOs of murdering health insurance companies locked up. Not Luigi."", ""Luigi wasn't even a member of United Health insurance.\n\nHe was from a wealthy family, went to very expensive private school & then Ivy league college. You think he was not getting health care? His family filed a missing person report on him. They had $$$.\n\nHis story is bull.""]"
6,127,6_accused_assassin_criminals_police,"['accused', 'assassin', 'criminals', 'police', 'innocent', 'murderer', 'allegedly', 'killer', 'murderers', 'else']","['""Luigi will forever be associated with a man that took down somebody that took down hundreds of others innocent people."" You know what I don\'t even blame you, it\'s because of the, I had with the somebody', ""LMFAO, Luigi was never a threat to anything but his own success in life. They wanna give him the death penalty for assassinating an American citizen. I hope they give him the most painful version of the death penalty, and that'll still be better than that piece of shit deserves."", ""If Luigi says he didn't do it, he didn't do it. \n\nEvery time someone is accused of rape ppl take the words of the accused at face value & treat the victim like they're the one on trial so I'm gonna do that here.\n\nIf Brian didn't want to get killed, he should have fought back 🤷\u200d♀️""]"
7,125,7_luigimangione_donald_trump_right,"['luigimangione', 'donald', 'trump', 'right', 'yelling', 'usual', 'rich', 'see', 'healthcare', 'chilling']","['Luigi Mangione was a clout chaser who ended up crashing out. He came from a rich family who made money out of health care…His family owned nursing homes that made them rich, 7 figure donations to hospitals, the mf was in a Ivy League school….This is oppression appropriation', '#LuigiMangione Luigi Mangione Crime Timeline Report: \nInsult to the Intelligence of the American People! : Luigi Mangione Melts Down Outside Court, Shouts at Guards and Onlookers', ""Sounds like a spoiled, well educated rich kid in his 20's gone bad.\n\nMr Mangione comes from a prominent family in the Baltimore area whose businesses include a country club and nursing homes, according to local media.""]"
8,123,8_italians_next_guy_motherfuckers,"['italians', 'next', 'guy', 'motherfuckers', 'maybe', 'gets', 'still', 'gofundme', 'fuck', 'get']","['This Luigi is going to jail', 'Luigi’s going to prison and there’s nothing you can do', 'They are going to love Luigi in prison.']"
9,121,9_bryan_mcdonald_fucking_insane,"['bryan', 'mcdonald', 'fucking', 'insane', 'family', 'life', 'hero', 'right', 'care', 'crazy']","['People forget so easily you can make an ugly duckling look like a beautiful swan with camera and makeup, yet they can still be ugly if they have bad actions or characteristics even the devil was considered beautiful don’t be fooled.', 'Luigi is plant because he is going along with everything. If he was set up, he would say it. If you look at his backgorund his family is very wealthy and is part of that circle that calls us ""parasites"". That is how rich people talk. They refer to us as ""parasites"".', 'What we think Luigi supporters look like, and who they really are. 😑']"
