Topic,Count,Name,Representation,Representative_Docs
0,332,0_luigimangione_praying_john_god,"['luigimangione', 'praying', 'john', 'god', 'shout', 'hero', 'brother', 'guy', 'italian', 'man']","['It was great seeing my friend Luigi in Bismarck North Dakota on 12-4-2024 between 6am and 6pm.', 'It was great seeing my friend Luigi Mangione in Cleveland on 12-4-2024 between 6am and 6pm', 'it was great seeing my friend Luigi Mangione in Tulsa on 12-4-2024 between 6am and 6pm']"
1,301,1_hero_shooter_right_since,"['hero', 'shooter', 'right', 'since', 'guy', 'case', 'assassin', 'says', 'way', 'everyone']","[""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance."", 'Because it is. Luigi is the fall guy. Pretty sure they found a guy who looks like the shooter and are gonna hold him until they get the real guy.\n\nNow of course, will the publicly say the got the wrong guy when they catch the real one? We shall never know.', 'AND LIKE LUIGI I AM INNOCENT']"
2,269,2_luigimangione_said_ceos_everyone,"['luigimangione', 'said', 'ceos', 'everyone', 'shooter', 'trump', 'killed', 'right', 'guy', 'assassin']","['Free this man. \n\nLegal Fund: Luigi Mangione - CEO Shooting Suspect', ""The McDonalds Worker was an epic Class Traitor - the one who turned in virtuous Mr Mangione, the based killer of Healthcare Insurance CEO's/Corporate Swine/Parasites. We need to set up a GoFundMe page for Mr Mangione's Legal Defense Team Fund, IF he's charged with CEO's death."", 'Defense fund raises over $100,000 for Luigi Mangione, the man accused of killing UnitedHealthcare CEO Brian Thompson']"
3,248,3_hero_assassin_killer_care,"['hero', 'assassin', 'killer', 'care', 'man', 'murderer', 'father', 'sympathy', 'fuck', 'goes']","['""Why are we asking random pundits why they would have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of…', '""Why are we asking random pundits [to] have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of millions of…', 'who cares man, brian thompson was responsible for so many deaths, denied so many people coverage, and used an ai with a 90% error rate to automatically deny people. i hope the assassin gets away with it']"
4,237,4_daniel_enough_fuck_right,"['daniel', 'enough', 'fuck', 'right', 'everyone', 'hero', 'shit', 'mad', 'much', 'way']","['Democrats don’t want those things dumbass, they have made that abundantly clear. It will take more people like Luigi taking matters into their own hands to force them to make the changes that the people actually want, because they certainly aren’t going to do it on their own', 'The right is definitely a big fan of daniel penny. But the love for Luigi is coming from both sides of the aisle. Cant put that on the Left alone im seeing a ton of pro Trump people support him on here', 'God you people are stupid. The liberals who push anti-gun laws are not the left, and those people are the ones who are very much against Luigi Mangione. The actual left loves guns and people like Luigi.']"
5,215,5_god_else_man_fuck,"['god', 'else', 'man', 'fuck', 'guy', 'right', 'upset', 'stuff', 'also', 'hero']","['Luigi was the fall guy. We all know who is really responsible.', 'Not the same person!!!! Luigi is the fall guy!!!!', 'Why isn’t she a hero like Luigi?']"
6,205,6_mangioni_mayor_daniel_go,"['mangioni', 'mayor', 'daniel', 'go', 'hero', 'guy', 'man', 'get', 'gets', 'adams']","['I wish the federal govt would prosecute Mangione vs. going back to NY with incompetent DA Alvin Bragg. Bragg is horrible. He typically goes after innocent people like Daniel Penny and President Trump to prosecute them and lets murderers back on the street of NY.', 'I don’t understand people. Daniel Penny is crucified for defending people from a crazy man threatening to kill someone so he could go to jail. Luigi Manawhatever his name is, is a hero and hot for (allegedly) shooting a man in the back??!!! What is wrong with people?', ""Daniel Penny killed a man and walked free. \n\nLuigi Mangione is suspected of killing a man, who has indirectly killed millions of people, and will probably get the death penalty. \n\nThat is how America's Justice System works.""]"
7,198,7_mangioni_jinping_kimmel_jimmy,"['mangioni', 'jinping', 'kimmel', 'jimmy', 'seemed', 'man', 'cure', 'italian', 'right', 'end']","['He took action against corporations.\nThat is what he did.\nHe was a brave italian.\nIn this house, Luigi Mangione is a hero.\nEnd of story.', 'Whoever gives Xi Jinping the United Healthcare treatment will be an even greater hero than Luigi Mangione lol 😂 🤣😅😂\nWell placed hot lead injections cure coronavirus & they cure denied claims lol 😂 😅😂🤣', 'He got revenge for his nonna is what he did. He was a brave Italian American assassin. And in this house, Luigi Mangione is a hero. End of story.']"
8,192,8_luigimangione_luigimangioni_guy_freeluigimangione,"['luigimangione', 'luigimangioni', 'guy', 'freeluigimangione', 'man', 'hero', 'yoshi', 'fuck', 'dude', 'prada']","['Free him', 'Free her and free Luigi', 'Free $LUIGI']"
9,192,9_brianthompson_hero_joy_guy,"['brianthompson', 'hero', 'joy', 'guy', 'care', 'patients', 'physician', 'taylor', 'assassin', 'crying']","['UnitedHealthCare CEO was killed and Oligarchs are crying about it. Multitudes of people are dying due to being denied Health Insurance meanwhile Oligarchs are crying about one Health Insurance CEO dying. \n\nOligarchs kill us by denying and delaying Health Insurance but are…', ""My mother and I should consider changing insurance plans since People's Health is also part of United Healthcare.\n\nTo Hell with that POS Brian Thompson because he got what he deserved for murdering all the many people who deserved health care and were wrongfully rejected!"", ""Insurance companies make profits from denying to help people. UnitedHealthcare Group had a 32% claim denial rate in 2023, they've done more than just ruin people's lives, they've killed people. I don't think people who do OF kill thousands of people per year.""]"
