Topic,Count,Name,Representation,Representative_Docs
0,15,0_healthcare_hospitals_medicaid_medicare,"['healthcare', 'hospitals', 'medicaid', 'medicare', 'healthy', 'alike', 'depose', 'humana', 'creed', 'assassin']","[""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! That’s good news for their members who want treatment at one of the nation’s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.', 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that I’ve needed for years 😭 been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years I’m so happy rn ily Luigi.']"
1,10,1_tragedy_tragic_compassion_hypocrite,"['tragedy', 'tragic', 'compassion', 'hypocrite', 'uncle', 'executive', 'sentiment', 'victim', 'opinion', 'wound']","[""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…"", 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…']"
2,8,2_healthcare_insurance_policy_doctors,"['healthcare', 'insurance', 'policy', 'doctors', 'care', 'literally', 'company', 'united', 'claims', 'murdering']","['United Healthcare should pony up. It would help them with normal people AND troll the commies that think Luigi is Robin Hood.', ""🖕 Luigi and his family, he's a cowardly murderer who murdered an upper class man in cold blood in broad daylight, as for denying claims, I don't care, if your insurance company sucks go somewhere else instead of murdering the upper class"", ""Blue Cross Blue Shield literally reversed course on a policy change that would have killed millions within hours of news of the shooting getting out. That's better results than you most often hear. More Luigi's are needed.""]"
3,7,3_ceos_obamacare_insurance_companies,"['ceos', 'obamacare', 'insurance', 'companies', 'business', 'industry', 'leaders', 'learn', 'corrupt', 'condone']","['This is pure evil. I’m sure we’ll learn more about the motivation, but it can’t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations.', ""I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!"", ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]"
4,7,4_unitedhealth_healthcare_obamacare_health,"['unitedhealth', 'healthcare', 'obamacare', 'health', 'insurance', 'compassionate', 'outcomes', 'care', 'insights', 'disaster']","['Funny to come across my old tweet to #UnitedHealthcare - and former CEO Andrew Witty.. and the tweet got results', 'This is a prime example of the good of  buying X. Would this have came out prior to him buying X? Good on this woman coming forward and exposing UnitedHealthcare.', 'It’s atrocious that anyone is defending the murder of the UnitedHealthcare CEO as some kind of blow against private health insurance. Government-designed insurance under Obamacare has been a disaster—higher costs for worse outcomes and less access to care.']"
5,6,5_healthcare_lives_celebrating_supporting,"['healthcare', 'lives', 'celebrating', 'supporting', 'customer', 'nutjob', 'business', 'uhc', 'brother', 'ali']","['. is a propagandist trying to convince you that violence against a business leader is normalized. \n\nIt’s not. That’s socialist dogma. Mangione is a murdering nutjob who Ali admires for his violence against capitalism.', ""ABSOLUTELY DISGUSTING!\n\nFirst we had people publicly supporting Luigi Mangione, who brutally executed United Healthcare CEO Brian Thompson. NOW we have people making mock videos of the murder, as if the death is somehow funny. This was someone's father, brother, friend. And yet…"", ""Over the last few days, I've been watching the Left and Left MSM celebrating Luigi Mangione murdering UnitedHealthcare’s CEO, Brian Thompson. It is disgusting. It's also not a surprise since the Left love celebrating violence.\n\nThere's something more going on with them…""]"
6,6,6_everyone_justification_behavior_deaths,"['everyone', 'justification', 'behavior', 'deaths', 'like', '', '', '', '', '']","['Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.', 'AOC, other progressives condemn violence but suggest justification for killing of UnitedHealthcare CEO. Hmmm, what if we celebrated their demise? They’d be outraged. These people are not serious or intelligent.', 'OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\n“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.']"
7,6,7_killer_ceos_shooter_killed,"['killer', 'ceos', 'shooter', 'killed', 'fired', 'shot', 'criminal', 'guy', 'terrorist', 'fucking']","[""Luigi Mangione is a criminal terrorist. He killed a ceo not just for revenge but in the hopes that it would stir political change. Brian is what any ceo is supposed to do: maximize profits. A ceo who doesn't do this is fired. Killing ceos (who are ppl) does nothing."", 'Luigi Mangione was anti-capitalist \n\nThe fucking moron doesn’t like the idea of hard work = money \n\nSo he takes it out on a multi millionaire ceo \n\nOn top of all that, 5 days after committing the murder he was still in possession of the weapon\n\nThat checks out.', 'In basically every appreciable way I am closer to Brian Thompson than Luigi Mangione and I have nothing but contempt for the giant morons who identify with the shooter. \n\nIf that means that the majority of Americans are giant morons then I’m happy to say it.']"
8,5,8_murderer_deaths_disgusting_healthcare,"['murderer', 'deaths', 'disgusting', 'healthcare', 'guy', 'god', 'genocide', 'sickening', 'rip', 'gunman']","['Instead of expressing shock at the murder of UnitedHealthcare CEO Brian Thompson, many progressives could hardly contain their glee, even praising, excusing, or pining for the alleged gunman, Luigi Mangione.', 'Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.', 'DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a “hero.”\n\nThese same freaks are the ones who say genocide when countries go after terrorists.']"
9,5,9_ceos_healthcare_corporate_sympathy,"['ceos', 'healthcare', 'corporate', 'sympathy', 'united', 'care', 'medical', 'corruption', 'politicians', 'contributed']","['What would we be defending the CEO about? \n\nBrian Thompson was a great man who contributed to thousands of jobs and 100s of millions of dollars to help people get medical care.', 'Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', ""Brian Thompson never lobbied any politicians for those purposes, and you have no evidence that he did. It's all your own conjecture. He worked there for 20 years and climbed the corporate ladder to expose corruption. There is clear evidence of that.""]"
