Topic,Count,Name,Representation,Representative_Docs
0,246,0_luigimangione_luigimangioni_luigicrave_italian,"['luigimangione', 'luigimangioni', 'luigicrave', 'italian', 'hero', 'already', 'god', 'face', 'man', 'hope']","['Luigi Mangione had about 24 women at his arraignment in support of him, they sat in the public seats of the courtroom today\n\n""The high-profile defendant appeared to not have family in the courtroom. But about two dozen women, who waited in line in the frigid cold for public seats…', 'Luigi Mangione arrives at New York State Supreme Court in New York.\n\n #LuigiMangione #FreeLuigi #FreeLuigiMangione \n#Christmas2024 #Christmas', 'FREE MANGIONE!!! OUR HERO!!!😍😍😍😍😍😍😍😍😍😍😍😍']"
1,214,1_already_everyone_hero_right,"['already', 'everyone', 'hero', 'right', 'much', 'also', 'man', 'good', 'guy', 'might']","[""It's literally not the same guy.They're so quick to jump on him it's almost as if it had all been a cover story for what really happened.Honestly it looks like a hit job. Luigi didn't do it & it's more than reasonable doubt.Eyebrows don't match, you must acquit!"", 'Wrong, if that guy was the one who did what Luigi did, I’d still think he was based af lol. But as it stands, he set a woman on fire so I think he sucks. And it works the other way: I’d think Luigi sucked if he set a woman alight, but he didn’t.', 'If it’s like that Luigi should of been there, not him']"
2,175,2_mario_iconic_brothers_remembered,"['mario', 'iconic', 'brothers', 'remembered', 'care', 'god', 'right', 'magione', 'heart', 'best']","[""Very very VERY PROUD of you Luigi. Once again....Helluva job. A true American people soldier and hero. May God provide u peace and mental sanity thru this time. But rest assured....you're a hero in many many hearts. Keep the spirit up. And God bless you. Excellent excellent work!"", 'need luigi to get me next', 'Good morning Luigi 🌷☕️🙋\u200d♀️\nThank you so much 💙🤍\U0001fa77\nHave a great new week 🌷❄️☃️🌲🪵\U0001fa75\U0001fa77💙']"
3,167,3_hero_shooter_go_guy,"['hero', 'shooter', 'go', 'guy', 'man', 'eric', 'let', 'definitely', 'right', 'lot']","['I have a theory. \nLuigi is NOT the killer but a madly smart person. \nSaw the news. Knew he looked passable as the killer. Set up all these things to convince someone he was. Got arrested and is about to be found innocent based on the grounds of not enough evidence.\nSues NYPD. Win', ""honestly been thinking about this and the fact that even if he did turn himself in to prove luigi innocent it wouldn't do anything bc it's not like the cops would admit that they were wrong or that they deliberately framed him like lol"", 'He is innocent $luigi']"
4,148,4_hero_right_gets_man,"['hero', 'right', 'gets', 'man', 'fuck', 'giving', 'stalin', 'care', 'let', 'first']","[""Luigi allegedly killed a scapegoat for deadly socialized medicine. Luigi didn't try to end the FDA. Socialists won't kill those who imposed Obamacare & other socialized medicine in the USA. They didn't kill the socialists Stalin, Mao, Hitler, Pol Pot, the Kim thugs, etc."", ""Luigi allegedly killed a scapegoat for deadly socialized medicine. Socialists won't kill those who imposed Obamacare & other socialized medicine in the USA. They didn't kill the socialists Stalin, Mao, Hitler, Pol Pot, Ho Chi Minh, the Kim thugs, etc. Socialists kill others."", ""luigi allegedly killed a scapegoat for deadly socialized medicine. Socialists won't kill those who imposed Obamacare & other socialized medicine in the USA. They didn't kill the socialists Stalin, Mao, Hitler, Pol Pot, Ho Chi Minh, the Kim thugs, etc. Socialists kill others.""]"
5,148,5_mangioni_man_much_hero,"['mangioni', 'man', 'much', 'hero', 'fucking', 'want', 'yet', 'way', 'put', 'case']","['Luigi Mangione charged with #terrorism? Since when is an exploitative, greedy private health insurance company making billions in profit by denying critical healthcare a unit of govt? How’s he a terrorist but mass & presidential shooters are not? \n\nMake this make sense…', 'The US has NO IDEA what a terrorist is, if Luigi Mangione is one 🤡\n\nIf Luigi Mangione is terrorist then private health insurance companies are a unit of government, according to the US definition - which says it ALL\n\nWTF is going on, wonders  🫠', 'Luigi Mangione like many other American people are becoming increasingly tired and agitated with the people that control their lives from politicians to CEOs. \n\nNo one should ever die from curable medical issues, yet people do all the time in America.']"
6,122,6_hero_killer_brianthompson_said,"['hero', 'killer', 'brianthompson', 'said', 'get', 'killed', 'need', 'fuck', 'man', 'dead']","['Everybody - including the NYPD - knows that it is the UnitedHealthCare CEO who was the ""extremist"". You cannot get more extreme that UnitedHealthcare CEO’s mass-murder of 400,000 Americans: yet the NYPD extremists are still allowing UnitedHealthCare to murder US citizens daily.', 'Everybody - including the NYPD - knows that it is the UnitedHealthcare CEO who was the ""extremist"". You cannot get more extreme that UnitedHealthcare CEO’s mass-murder of 400,000 Americans: yet the NYPD extremists are still allowing UnitedHealthCare to murder US citizens daily.', 'Killed the CEO of UnitedHealthcare who is a millionaire guilty for the death of thousands of people. He refused more than half of the insurance claims people made to his company and for that reason a lot of people have died cuz they cant afford their medicine or treatements']"
7,90,7_freeluigimangione_xluigi_suddenly_attention,"['freeluigimangione', 'xluigi', 'suddenly', 'attention', 'guy', 'man', 'lives', 'briana', 'says', 'epstein']","['$luigi free', 'Free $Luigi', 'FREE HIM']"
8,86,8_luigimangione_luigicoin_luigibook_chillguy,"['luigimangione', 'luigicoin', 'luigibook', 'chillguy', 'hero', 'million', 'already', 'dex', 'next', 'crypto']","['GM❤️\n$luigi is a movement.\nThe next cult. \nBuy the token and support the cause. \n$luigi to flip UnitedHealthcare\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', '$luigi is a movement.\nThe next cult. \nBuy the token and support the cause. \n$luigi to flip UnitedHealthcare\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump', '$luigi is a revolution \nThe next cult. \nBuy the token and support the cause. \n$luigi to flip UnitedHealthcare\n\n#luigimangione\n5XyKkFaJpAmsH4Tf2EFj3S61W3hC5cJhxNZQQ5h1pump']"
9,74,9_mangioni_hero_alvin_assassin,"['mangioni', 'hero', 'alvin', 'assassin', 'joe', 'freeluigimangione', 'shooter', 'killer', 'best', 'guy']","['🚨Legal fund for Luigi Mangione 🫣\nHe’s dealing with FEDERAL court now.\nPotential death penalty case.', '🚨Legal fund for Luigi Mangione \nHe’s dealing with FEDERAL court now.\nPotential death penalty case.', '🚨Legal fund for Luigi Mangione \nHe’s dealing with FEDERAL court now\n\nPotential death penalty case.']"
