Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date,DateTime
I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!,11,11_martyrs_healthcare_died_corrupt,"['martyrs', 'healthcare', 'died', 'corrupt', 'everyone', 'ceos', 'lives', 'jfk', 'health', 'cheering']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.', ""I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!""]",martyrs - healthcare - died - corrupt - everyone - ceos - lives - jfk - health - cheering,True,12/9/2024 16:01,12/9/2024 16:01
"The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.",11,11_martyrs_healthcare_died_corrupt,"['martyrs', 'healthcare', 'died', 'corrupt', 'everyone', 'ceos', 'lives', 'jfk', 'health', 'cheering']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.', ""I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!""]",martyrs - healthcare - died - corrupt - everyone - ceos - lives - jfk - health - cheering,True,12/8/2024 22:56,12/8/2024 22:56
This is a fantastic portrait of deposed United Health CEO Brian Thompson.,11,11_martyrs_healthcare_died_corrupt,"['martyrs', 'healthcare', 'died', 'corrupt', 'everyone', 'ceos', 'lives', 'jfk', 'health', 'cheering']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.', ""I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!""]",martyrs - healthcare - died - corrupt - everyone - ceos - lives - jfk - health - cheering,False,12/8/2024 19:25,12/8/2024 19:25
Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.,8,8_murderer_deaths_empathy_guy,"['murderer', 'deaths', 'empathy', 'guy', 'god', 'innocent', 'rip', 'celebrity', 'omg', 'donâ']","['Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.', 'RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I donâ€™t usually get emotional over celebrity deaths but this one hurts. God bless you', 'OMG. Former NYT â€œreporterâ€\x9d Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\nâ€œAm I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.']",murderer - deaths - empathy - guy - god - innocent - rip - celebrity - omg - donâ,True,12/8/2024 13:34,12/8/2024 13:34
UnitedHealthcare covers old really folks with various doctors they need even in their nineties! HUMANA too!,1,1_healthcare_insurance_doctors_care,"['healthcare', 'insurance', 'doctors', 'care', 'leading', 'news', 'hospitals', 'health', 'folks', 'way']","[""I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare..."", ""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! Thatâ€™s good news for their members who want treatment at one of the nationâ€™s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.']",healthcare - insurance - doctors - care - leading - news - hospitals - health - folks - way,False,12/8/2024 5:06,12/8/2024 5:06
Support the Brian Thompson universal healthcare act of 2025. Honor Brian as he would have wanted.,4,4_healthcare_sympathy_medical_care,"['healthcare', 'sympathy', 'medical', 'care', 'support', 'universal', 'lobbied', 'honor', 'uhc', 'politicians']","['What would we be defending the CEO about? \n\nBrian Thompson was a great man who contributed to thousands of jobs and 100s of millions of dollars to help people get medical care.', 'What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.', ""Brian Thompson never lobbied any politicians for those purposes, and you have no evidence that he did. It's all your own conjecture. He worked there for 20 years and climbed the corporate ladder to expose corruption. There is clear evidence of that.""]",healthcare - sympathy - medical - care - support - universal - lobbied - honor - uhc - politicians,False,12/8/2024 4:14,12/8/2024 4:14
"I agree. Iâ€™m getting a lot of hate for my opinion on this. But I stand by what I said. If you cheer on Brian Thompsonâ€™s killer, you are evil.",2,2_healthcare_claim_company_industry,"['healthcare', 'claim', 'company', 'industry', 'said', 'claims', 'thompsonâ', 'executive', 'kill', 'sentiment']","[""Instead of fetishizing an alleged murderer why don't we hear more about \nBrian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. \n\nSomething is sick with our social media #algorithms and mindset."", 'A CEO that never sees the people that get claims denied can\'t be defined as a murderer. Brian Thompson didn\'t go to work each day with a ""how many people can I intentionally kill today"" mindset and for you to malign him as such is disgusting. Idolizing his killer even more so.', 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.']",healthcare - claim - company - industry - said - claims - thompsonâ - executive - kill - sentiment,False,12/7/2024 20:44,12/7/2024 20:44
"There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.",3,3_healthcare_obamacare_ceos_insurance,"['healthcare', 'obamacare', 'ceos', 'insurance', 'companies', 'business', 'industry', 'leaders', 'united', 'learn']","['Chris Murphyâ€¦. â€œIâ€™m never going to condone gun violenceâ€\x9dâ€¦. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.', 'This is pure evil. Iâ€™m sure weâ€™ll learn more about the motivation, but it canâ€™t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations.', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",healthcare - obamacare - ceos - insurance - companies - business - industry - leaders - united - learn,False,12/7/2024 11:50,12/7/2024 11:50
"On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. 

People online are not onlyâ€¦",7,7_assassin_tragedy_insurance_gunned,"['assassin', 'tragedy', 'insurance', 'gunned', 'brutally', 'slayed', 'cnn', 'suggesting', 'gunshot', 'executed']","['Is Audie Cornish of CNN seriously suggesting that Brian Thompson - who was gunned down in cold blood by an assassin - is somehow not a â€œvictim?â€\x9d', 'Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. Itâ€™s horrible anyone thinks his cowardly murder is okay or would fix anything.', 'On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. \n\nPeople online are not onlyâ€¦']",assassin - tragedy - insurance - gunned - brutally - slayed - cnn - suggesting - gunshot - executed,True,12/7/2024 11:42,12/7/2024 11:42
"OMG. Former NYT â€œreporterâ€ Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:

â€œAm I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" 

What a psycho.",8,8_murderer_deaths_empathy_guy,"['murderer', 'deaths', 'empathy', 'guy', 'god', 'innocent', 'rip', 'celebrity', 'omg', 'donâ']","['Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.', 'RIP to UnitedHealthcare CEO and overall great guy Brian Thompson. I donâ€™t usually get emotional over celebrity deaths but this one hurts. God bless you', 'OMG. Former NYT â€œreporterâ€\x9d Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\nâ€œAm I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.']",murderer - deaths - empathy - guy - god - innocent - rip - celebrity - omg - donâ,True,12/7/2024 7:19,12/7/2024 7:19
People have been so happy on here the past few days I think it might be the first time UnitedHealthcare has ever helped with mental health,1,1_healthcare_insurance_doctors_care,"['healthcare', 'insurance', 'doctors', 'care', 'leading', 'news', 'hospitals', 'health', 'folks', 'way']","[""I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare..."", ""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! Thatâ€™s good news for their members who want treatment at one of the nationâ€™s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.']",healthcare - insurance - doctors - care - leading - news - hospitals - health - folks - way,False,12/7/2024 1:34,12/7/2024 1:34
"WOW: CNN guest Neill Franklin absurdly suggests that UnitedHealthcare CEO Brian Thompson hired someone to murder him for ""insurance purposes."" 

These people are literally INSANEâ€¦ ðŸ¤¡",3,3_healthcare_obamacare_ceos_insurance,"['healthcare', 'obamacare', 'ceos', 'insurance', 'companies', 'business', 'industry', 'leaders', 'united', 'learn']","['Chris Murphyâ€¦. â€œIâ€™m never going to condone gun violenceâ€\x9dâ€¦. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.', 'This is pure evil. Iâ€™m sure weâ€™ll learn more about the motivation, but it canâ€™t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations.', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",healthcare - obamacare - ceos - insurance - companies - business - industry - leaders - united - learn,False,12/6/2024 22:51,12/6/2024 22:51
"""The elites have tricked you into thinking that Brian Thompson is your enemy""",2,2_healthcare_claim_company_industry,"['healthcare', 'claim', 'company', 'industry', 'said', 'claims', 'thompsonâ', 'executive', 'kill', 'sentiment']","[""Instead of fetishizing an alleged murderer why don't we hear more about \nBrian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. \n\nSomething is sick with our social media #algorithms and mindset."", 'A CEO that never sees the people that get claims denied can\'t be defined as a murderer. Brian Thompson didn\'t go to work each day with a ""how many people can I intentionally kill today"" mindset and for you to malign him as such is disgusting. Idolizing his killer even more so.', 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.']",healthcare - claim - company - industry - said - claims - thompsonâ - executive - kill - sentiment,False,12/6/2024 15:57,12/6/2024 15:57
"ðŸ’¼ UnitedHealthcare Deny Defend Depose â€“ because corporate strategies deserve a bold statement. Wear it loud, wear it proud! ðŸ›’ Grab yours now ðŸ‘‰",14,14_healthcare_creed_depose_assassin,"['healthcare', 'creed', 'depose', 'assassin', 'deserve', 'corporate', 'proud', 'assassinâ', 'alike', '']","['#UnitedHealthcare has a plan for all of us.', 'ðŸ’¼ UnitedHealthcare Deny Defend Depose â€“ because corporate strategies deserve a bold statement. Wear it loud, wear it proud! ðŸ›’ Grab yours now ðŸ‘‰', 'Gear up like an assassin, but this time with healthcare on your side. ðŸ—¡ï¸\x8fðŸ’Š Show off your stealthy style with the Assassinâ€™s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. ðŸ–¤ Grab yours now! ðŸ‘‰']",healthcare - creed - depose - assassin - deserve - corporate - proud - assassinâ - alike - ,True,12/6/2024 13:44,12/6/2024 13:44
"Gear up like an assassin, but this time with healthcare on your side. ðŸ—¡ï¸ðŸ’Š Show off your stealthy style with the Assassinâ€™s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. ðŸ–¤ Grab yours now! ðŸ‘‰",14,14_healthcare_creed_depose_assassin,"['healthcare', 'creed', 'depose', 'assassin', 'deserve', 'corporate', 'proud', 'assassinâ', 'alike', '']","['#UnitedHealthcare has a plan for all of us.', 'ðŸ’¼ UnitedHealthcare Deny Defend Depose â€“ because corporate strategies deserve a bold statement. Wear it loud, wear it proud! ðŸ›’ Grab yours now ðŸ‘‰', 'Gear up like an assassin, but this time with healthcare on your side. ðŸ—¡ï¸\x8fðŸ’Š Show off your stealthy style with the Assassinâ€™s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. ðŸ–¤ Grab yours now! ðŸ‘‰']",healthcare - creed - depose - assassin - deserve - corporate - proud - assassinâ - alike - ,True,12/6/2024 9:09,12/6/2024 9:09
"UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.",1,1_healthcare_insurance_doctors_care,"['healthcare', 'insurance', 'doctors', 'care', 'leading', 'news', 'hospitals', 'health', 'folks', 'way']","[""I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare..."", ""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! Thatâ€™s good news for their members who want treatment at one of the nationâ€™s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.']",healthcare - insurance - doctors - care - leading - news - hospitals - health - folks - way,True,12/6/2024 3:56,12/6/2024 3:56
"Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong",12,12_healthcare_socialist_corporate_greed,"['healthcare', 'socialist', 'corporate', 'greed', 'health', 'medical', 'ron', 'care', 'takeover', 'horrible']","['When a United States Senator  accepts as understandable the murder of a man just because he works in healthcare, we know America is not electing its best. This is a reprehensible view.', 'Elizabeth Warren made comments that encourage violence against the health care industry. How horrible! The senate should censure her and her constituents must vote her out of office. To justify the cold blooded murder of a Health Care CEO is reckless. Brian Thompson was murdered!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong']",healthcare - socialist - corporate - greed - health - medical - ron - care - takeover - horrible,True,12/6/2024 3:21,12/6/2024 3:21
Discover the latest insights about UnitedHealthcare and its CEO Brian Thompson. Learn how his leadership is transforming the healthcare landscape.,18,18_leadership_insights_healthcare_isnâ,"['leadership', 'insights', 'healthcare', 'isnâ', 'none', 'safe', '', '', '', '']","['if UnitedHealthcare CEO Brian Thompson isnâ€™t safe then none of us are', 'Discover the latest insights about UnitedHealthcare and its CEO Brian Thompson. Learn how his leadership is transforming the healthcare landscape.']",leadership - insights - healthcare - isnâ - none - safe -  -  -  - ,True,12/5/2024 23:28,12/5/2024 23:28
I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered,3,3_healthcare_obamacare_ceos_insurance,"['healthcare', 'obamacare', 'ceos', 'insurance', 'companies', 'business', 'industry', 'leaders', 'united', 'learn']","['Chris Murphyâ€¦. â€œIâ€™m never going to condone gun violenceâ€\x9dâ€¦. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.', 'This is pure evil. Iâ€™m sure weâ€™ll learn more about the motivation, but it canâ€™t be helped by politicians constantly dehumanizing business leaders and blaming companies for the outcomes of ill-conceived regulations.', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",healthcare - obamacare - ceos - insurance - companies - business - industry - leaders - united - learn,True,12/5/2024 19:36,12/5/2024 19:36
Iâ€™m done engaging with anyone who condones the murder of Brian Thompson. You are the lowest of the low if you are gleeful that a man lost his life today because you donâ€™t like the industry he headed.,2,2_healthcare_claim_company_industry,"['healthcare', 'claim', 'company', 'industry', 'said', 'claims', 'thompsonâ', 'executive', 'kill', 'sentiment']","[""Instead of fetishizing an alleged murderer why don't we hear more about \nBrian Thompson who worked for 20 years for a company and moved up to CEO before being struck down. \n\nSomething is sick with our social media #algorithms and mindset."", 'A CEO that never sees the people that get claims denied can\'t be defined as a murderer. Brian Thompson didn\'t go to work each day with a ""how many people can I intentionally kill today"" mindset and for you to malign him as such is disgusting. Idolizing his killer even more so.', 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.']",healthcare - claim - company - industry - said - claims - thompsonâ - executive - kill - sentiment,False,12/5/2024 19:27,12/5/2024 19:27
