Topic,Count,Name,Representation,Representative_Docs
0,251,0_killer_brianthompson_killed_sympathy,"['killer', 'brianthompson', 'killed', 'sympathy', 'said', 'ceos', 'executive', 'died', 'greed', 'right']","[""Lawsuit Filed Before Killing of UnitedHealthcare CEO Accused Insurance Giant of Using Faulty AI Tool to Deny Claims Approved by Doctors  \nIt's time to take a hard look at the insurance industry, and shut down the scam that it currently is."", 'UnitedHealthcare CEO had been receiving death threats about ""lack of coverage"" his wife says\n\nA lawsuit filed in 2023 claims the company was using an AI model with 90% error rate to deny care', ""Insurance companies make profits from denying to help people. UnitedHealthcare Group had a 32% claim denial rate in 2023, they've done more than just ruin people's lives, they've killed people. I don't think people who do OF kill thousands of people per year.""]"
1,178,1_deaths_killer_sympathy_died,"['deaths', 'killer', 'sympathy', 'died', 'killed', 'rich', 'hitler', 'god', 'death', 'dead']","['""Why are we asking random pundits why they would have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of…', 'Yes, Brian Thompson was a human being with a family.\n\nHe was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year.\n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔']"
2,152,2_healthcare_unitedhealth_scandal_lawsuit,"['healthcare', 'unitedhealth', 'scandal', 'lawsuit', 'executives', 'health', 'insurance', 'fraud', 'patients', 'insider']","['United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference.\nQ3815\n""What happens when people learn the TRUTH?\nWhat…', 'United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference. \n\nQ3815\n""What happens when people learn the TRUTH?…', 'United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)!']"
3,148,3_deaths_killer_murderer_murdering,"['deaths', 'killer', 'murderer', 'murdering', 'killed', 'death', 'killers', 'hero', 'rich', 'kill']","['Brian Thompson killed more people than his killer so….', 'Brian Thompson had the blood of thousands of people just like this poor person’s family on his hands. he was just as much a killer as the man who shot him, he did it from behind a desk without ever having to face the people whose lives he was ending.', 'Brian Thompson is a mass murderer and was put down like one.']"
4,133,4_ceos_murdering_killed_rich,"['ceos', 'murdering', 'killed', 'rich', 'corporate', 'kill', 'kills', 'profit', 'violence', 'death']","[""Luigi targeted a health care insurance CEO who profited by dening people coverage based on an AI algorithm. And people die because of this. What do you call a rich CEO who profits on people's death. Americans. Dying every day...and u call Luigi the Terrorist."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him. FK YOU."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him.""]"
5,122,5_unitedhealth_ceos_unitedhealthcareassassin_healthcare,"['unitedhealth', 'ceos', 'unitedhealthcareassassin', 'healthcare', 'deaths', 'insurance', 'health', 'warren', 'corporate', 'death']","['123 People Are Killed By Health Insurance CEOs Denying Health Care EVERY DAY.\n123 People Killed EVERY DAY.\nWe Need More Luigi Mangiones.', 'Free him! \n\nIf Daniel Penny & Kyle Rittenhouse can get away with murdering people without justification, so can Luigi Mangione.\n\nThe United Healthcare CEO was a parasite on society (just like every other billionaire) by using his money to deliberately cause harm and death on us!', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUT…""]"
6,118,6_killer_insurance_murderer_killed,"['killer', 'insurance', 'murderer', 'killed', 'died', 'death', 'kill', 'die', 'profit', 'acquitted']","[""Rittenhouse isn't a POS but Luigi is a hero! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands annually. Good riddance"", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance.""]"
7,111,7_healthcare_medicare_ceos_medical,"['healthcare', 'medicare', 'ceos', 'medical', 'died', 'billionaires', 'die', 'sympathy', 'death', 'corporate']","[""I don't know what these people want from me. I didn't do my happy-dance, I didn't throw a party...wtf do you think I am, anyway?\nLet me make this clear: fuck Brian Thompson. Fuck him and anyone that looks like him. Fuck every CEO that ever lived and if you don't like that, well.."", 'TONIGHT!\n\nHypocrisy of rules-based order\n\nMurder, torture, theft - praised if done in service of plutocrats:\n\nIsrael\nBrian Thompson\nDaniel Perry\nHunter Biden\nBillionaires\n\nBeyond redemption:\n\nRussia\nLuis Mangione\nJordan Keely\nAssange\nPoor/working class', 'LIVE NOW!\n\nHypocrisy of rules-based order\n\nMurder, torture, theft - praised if done in service of plutocrats:\n\nIsrael\nBrian Thompson\nDaniel Penny\nHunter Biden\nBillionaires\n\nBeyond redemption:\n\nRussia\nLuis Mangione\nJordan Keely\nAssange\nPoor/working class']"
8,106,8_healthcare_insurance_obamacare_deaths,"['healthcare', 'insurance', 'obamacare', 'deaths', 'victims', 'medical', 'died', 'patient', 'claim', 'claims']","['The biggest problem is for-profit health insurance and claim deniers like Brian Thompson who are killing thousands every year. You care about Thompson but not about those he killed.', 'brian thompson\'s hard work could only get him to where he got if it was coupled with a callous disregard for the people his company is meant to support. he would not be the CEO of a health insurance company if he said ""we should deny less claims!""', 'You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who can’t always afford health insurance costs.""']"
9,104,9_healthcare_ceos_insurance_executives,"['healthcare', 'ceos', 'insurance', 'executives', 'health', 'uhc', 'killer', 'industry', 'kill', 'united']","['Taylor Lorenz is celebrating the murder of the UnitedHealthcare CEO.', '🚨BREAKING: Taylor Lorenz says she felt “joy” over the UnitedHealthcare CEO getting shot.', 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO']"
