Topic,Count,Name,Representation,Representative_Docs
0,257,0_hero_responsible_murderer_killer,"['hero', 'responsible', 'murderer', 'killer', 'policies', 'killed', 'died', 'osama', 'protect', 'murdering']","[""I don't believe Brian Thompson deserved to be killed because of a bad experience my family had with an insurance company. I believe he deserved to be killed because he oversaw the mass murder of thousands of Americans.\n\nSome of us have empathy for people beyond our own families."", 'Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Yes, Brian Thompson was a human being with a family.\n\nHe was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year.\n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔']"
1,230,1_killer_shooter_assassin_killed,"['killer', 'shooter', 'assassin', 'killed', 'assassinated', 'died', 'kill', 'care', 'dead', 'must']","['Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO', 'Taylor Lorenz slams health insurance industry, says it\'s no ""wonder why we want these executives dead"" after UnitedHealthcare CEO murder', ""Taylor Lorenz slams health insurance industry, says it's no 'wonder why we want these executives dead' after UnitedHealthcare CEO murder""]"
2,209,2_healthcare_medical_health_john,"['healthcare', 'medical', 'health', 'john', 'executives', 'patients', 'insider', 'care', 'patient', 'executive']","['🚨Murdered Insurance CEO Had Deployed an AI to Automatically Deny Benefits for Sick People: \n\nJust over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just how…', 'Brian Thompson reportedly had a salary of $10 million per year, and $20 million in United Health Care stock. His net worth was $43 million.\n\nHe was CEO during the COVID-19 crisis, at a time when UHC was denying 1/3rd of claims.\n\nNot celebrating his murder, just making a point.', 'United HealthCare had the highest rate of claims denials for its members of any health insurance company in America and double the industry average.\n\nThey say that the reason Brian Thompson died was because they had to wait on prior authorization from UHC to get him admitted to a…']"
3,202,3_mario_said_didnt_man,"['mario', 'said', 'didnt', 'man', 'fucking', 'hero', 'named', 'like', 'ya', 'whos']","['They should let Luigi get this guy too', ""Where's a Luigi when you need one."", 'if i see that luigi dude one more time']"
4,177,4_get_brianthompson_care_stop,"['get', 'brianthompson', 'care', 'stop', 'insurance', 'needed', 'keep', 'brianthompsonassassination', 'customers', 'life']","['Outrageous reason UnitedHealthcare halted critical surgery… and LAUGHED while mocking suicidal patient\nvia', 'Might be time to break up UnitedHealthcare. \n\nOutrageous reason UnitedHealthcare halted critical surgery… and LAUGHED at suicidal patient  via', 'is a racist organization. It’s all coming out now. Keep denying health care claims for poor citizens you racist organization #unitedhealthcare .  is a racist organization. It’s all coming out now. Keep denying health care claims for poor citizens you racist organizationr']"
5,167,5_freeluigimangione_villain_italian_ceos,"['freeluigimangione', 'villain', 'italian', 'ceos', 'hero', 'corrupt', 'corporate', 'guy', 'profits', 'money']","['He took on the corrupt healthcare system is what he did, and in this house Luigi Mangione is an Italian American hero, end of story!', 'That was one big performance by the NYPD and it backfired spectacularly. Their goal was to make Luigi Mangione look like a Batman villain. Instead it made him look like a folk hero who fought back against the system that puts profits over our own lives', 'That was one big performance by the NYPD and it backfired spectacularly. Their goal was to make Luigi Mangione look like a Batman villain. Instead it made him look like a folk hero who fought back against the system that puts profits over our own lives.']"
6,156,6_case_saint_medicare_company,"['case', 'saint', 'medicare', 'company', 'leaders', 'hero', 'care', 'blah', 'lol', 'kicked']","['Health insurance companies shouldn’t get to play with people’s lives the way they do. Free Luigi Mangione!!!', 'healthcare insurance companies in the US suck. Mangione did the murder.', 'The media: “If Luigi Mangione wasn’t white & hot nobody would care about this story.”\n\nTry telling that to the 73% of Americans who say the healthcare system is failing us.\n\nThis is not about race or looks, but about a system that puts profits over our own lives.']"
7,153,7_health_medicare_healthcare_care,"['health', 'medicare', 'healthcare', 'care', 'medical', 'patients', 'money', 'bankrupt', 'payer', 'suffering']","[""Insurance companies make profits from denying to help people. UnitedHealthcare Group had a 32% claim denial rate in 2023, they've done more than just ruin people's lives, they've killed people. I don't think people who do OF kill thousands of people per year."", 'Since the shooting of UnitedHealthcare’s CEO, a number of pundits have claimed that the main cause of exorbitant US health care costs is overcharging by providers, not health insurance companies. The argument doesn’t hold up: insurers are mostly to blame.', '“Since the shooting of UnitedHealthcare’s CEO, a # of pundits have claimed that the main cause of exorbitant US health care costs is overcharging by providers, not health insurance companies. The argument doesn’t hold up: insurers are mostly to blame.”']"
8,138,8_mangiones_phillips_case_motherfucker,"['mangiones', 'phillips', 'case', 'motherfucker', 'mr', 'briana', 'right', 'hope', 'man', 'celebrated']","['Luigi Mangione is so hot to me, not only is he handsome and has a body you want to eat, he is smart and capable. Girl not gonna lie the fact he killed a corrupt CEO just made him hotter, like yes, I love a man who is gonna take down the enemy one way or another.', '𝗔𝗱𝗱𝗿𝗲𝘀𝘀: 2EUFD5DVdTn68y5QqWKA4taDeNP4cH3RuaZaGHZipump\n\n𝗡𝗮𝗺𝗲: Luigi Mangione Snitch ""Larry"" $MCLARRY\n𝗧𝗶𝗺𝗲 𝘁𝗼 𝗕𝗼𝗻𝗱: 0 Hours - 4 Minutes\n𝗙𝘂𝗹𝗹 𝗥𝗲𝗽𝗼𝗿𝘁 - \n\n📝𝗗𝗲𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻📝\nLarry is a snitch\n\n🤖𝗔𝗜 𝗔𝗻𝗮𝗹𝘆𝘀𝗶𝘀🤖…', ""𝗔𝗱𝗱𝗿𝗲𝘀𝘀: 2cDvWixqvKNz1S6EKJSn2GJRYzQMiA7zaoqudft5pump\n\n𝗡𝗮𝗺𝗲: Luigi Mangione's Alt $MR.SHROOM\n𝗧𝗶𝗺𝗲 𝘁𝗼 𝗕𝗼𝗻𝗱: 0 Hours - 1 Minutes\n𝗙𝘂𝗹𝗹 𝗥𝗲𝗽𝗼𝗿𝘁 - \n\n📝𝗗𝗲𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻📝\n\n🤖𝗔𝗜 𝗔𝗻𝗮𝗹𝘆𝘀𝗶𝘀🤖\nMemeability: 4.0/10\nToken…""]"
9,129,9_healthcare_ceos_patients_medical,"['healthcare', 'ceos', 'patients', 'medical', 'insider', 'hero', 'billionaires', 'corporate', 'killer', 'company']","['Condolences to Brian Thompson’s family & to all the families of the CEOs & major shareholders of predatory corporations who might be murdered in the coming months. Many millions might be killed in this process, condolences to those as well.', "". If Brian Thompson is innocent then why is he under investigation for insider trading? If he's innocent then why lead a highly profitable company that denies claims left and right when he could've used his resources to save lives. The world isn't black and white."", 'who cares man, brian thompson was responsible for so many deaths, denied so many people coverage, and used an ai with a 90% error rate to automatically deny people. i hope the assassin gets away with it']"
10,128,10_unitedhealth_medicare_healthcare_insurance,"['unitedhealth', 'medicare', 'healthcare', 'insurance', 'insurers', 'insurer', 'lawsuit', 'doctors', 'doctor', 'physician']","['UnitedHealth Limits Access to Key Treatment for Kids With Autism  🤔🤔🤔🤔🤔', '.\n\nUnitedHealth Limits Access to Key Treatment for Kids With Autism', 'UnitedHealth Limits Access to Key Treatment for Kids With Autism — ProPublica@']"
11,126,11_greed_billionaires_guy_corrupt,"['greed', 'billionaires', 'guy', 'corrupt', 'killed', 'told', 'much', 'next', 'stop', 'man']","['UHC & others deploy thousands of workers whose job it is to find ways to deny claims. This is corporate greed at the expense of American lies. \n\nFree Luigi, let him disappear into the night, let HC CEOs be afraid for a change…', 'I’ve literally been saying all along that Luigi doesn’t need people’s money and no one should be donating to him. If you have money to spare give it to someone who needs it to survive. Doesn’t mean I’m gonna side with a fucking corporation or celebrate them discriminating.', 'They done stripped y’all and made y’all docile. I’m not saying do what Luigi did. But man the fuck up and take your country back from corrupt politicians and corporate greed. The fact that 1 man dying can shift an economic market. Kind of crazy when you think about it😂']"
12,121,12_monster_murderer_martyr_killed,"['monster', 'murderer', 'martyr', 'killed', 'hero', 'guy', 'man', 'maglione', 'lives', 'fucking']","['I don’t care if Luigi did it. He’s a hero', ""LMFAO, Luigi was never a threat to anything but his own success in life. They wanna give him the death penalty for assassinating an American citizen. I hope they give him the most painful version of the death penalty, and that'll still be better than that piece of shit deserves."", ""We don't care. He's a hero. Free Luigi""]"
13,115,13_mario_care_fuck_go,"['mario', 'care', 'fuck', 'go', 'hero', 'mobster', 'transplant', 'cops', 'shooter', 'man']","['No, he doesn’t look that good. With all his wealth, you would think he could go to a doctor and get treated and feel better. He may just be sympathizing with with Luigi Magione because he can’t get the healthcare he wants either.', 'That’s why so many people can relate to the United healthcare shooter Luigi. Because insurance companies is in the medical system profit over people by protocol playbook has her in destroy family as well', 'Yeah, I agree. \n\nI think people are definitely tired of getting fucked by insurance companies in general, whether that’s health insurance, car insurance, etc.\n\nEveryone sees the greed and general scumbaggery, which Luigi brought into focus, but for him.. was it worth it??🤷🏻\u200d♂️']"
14,109,14_healthcare_health_poor_gofundme,"['healthcare', 'health', 'poor', 'gofundme', 'corruption', 'rich', 'murderer', 'wealth', 'killer', 'murdering']","[""Rittenhouse isn't a POS but Luigi is a hero! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands annually. Good riddance"", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance.""]"
15,107,15_healthcare_health_ceos_corporate,"['healthcare', 'health', 'ceos', 'corporate', 'medical', 'fascism', 'insurance', 'care', 'obamacare', 'company']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", 'State department government medical healthcare system. They’re all dirty look at that United healthcare worker executed for being a scumbag deny denied deny free Luigi.', 'How many loved ones have died from health care denied to them health insurance companies?\n\nWhat Luigi did was the inevitable result of a system which denies people life saving care']"
16,104,16_suspect_assassin_mr_hero,"['suspect', 'assassin', 'mr', 'hero', 'matter', 'case', 'acted', 'kill', 'said', 'allegedly']","['Luigi Mangiones manifesto had these crazy lines:\n\n“These parasites had it coming. I do apologize for any strife and trauma, but it had to be done.”', '3. Luigi Mangione\'s manifesto included the quotes: \n“These parasites had it coming” and “I do apologize for any strife and trauma, but it had to be done""\n--Said shooter acted alone\n--""The document railed against the health care industry and suggested violence is the answer""', 'The Mangione Manifesto: Parasites had it coming']"
