Topic,Count,Name,Representation,Representative_Docs
0,9,0_healthcare_doctors_hospitals_health,"['healthcare', 'doctors', 'hospitals', 'health', 'medicaid', 'tricare', 'medicare', 'insurance', 'healthy', 'united']","[""I don't know anything about the probe. However, from what I have seen of United Healthcare. Disabled people with Medicaid and Medicare have a very easy way in obtaining great insurance from United Healthcare Tricare..."", ""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! That’s good news for their members who want treatment at one of the nation’s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.']"
1,8,1_killer_tragedy_brutally_uncle,"['killer', 'tragedy', 'brutally', 'uncle', 'victim', 'evil', 'opinion', 'executed', 'assassin', 'wound']","['On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. \n\nPeople online are not only…', 'Someone talking to my husband actually knew him and said that Brian Thompson was a great person and was actually working towards improving care. It’s horrible anyone thinks his cowardly murder is okay or would fix anything.', ""Lorenz is a heartless ghoul. This coward shot this Brian Thompson in the back for no reason. Ice water runs through his veins. I hope Thompson's family sues Lorenz and demand a retraction for her accusation that Brian killed 10s of thousands of people. She's full of shit. More…""]"
2,6,2_unitedhealth_healthcare_acl_benefits,"['unitedhealth', 'healthcare', 'acl', 'benefits', 'creed', 'statement', 'assassin', 'corporate', 'gamers', 'depose']","['💼 UnitedHealthcare Deny Defend Depose – because corporate strategies deserve a bold statement. Wear it loud, wear it proud! 🛒 Grab yours now 👉', 'Gear up like an assassin, but this time with healthcare on your side. 🗡️💊 Show off your stealthy style with the Assassin’s Creed UnitedHealthcare! Perfect for gamers and healthcare warriors alike. 🖤 Grab yours now! 👉', 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that I’ve needed for years 😭 been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years I’m so happy rn ily Luigi.']"
3,6,3_healthcare_obamacare_profits_insurance,"['healthcare', 'obamacare', 'profits', 'insurance', 'health', 'care', 'compassionate', 'outcomes', 'government', 'actions']","[""It was completely seemless. They just took care of it. There was never any issues of coverage. It was just no add'l stress at a very emotional time for us. I am very greatful to #UnitedHealthcare"", 'This is a prime example of the good of  buying X. Would this have came out prior to him buying X? Good on this woman coming forward and exposing UnitedHealthcare.', 'It’s atrocious that anyone is defending the murder of the UnitedHealthcare CEO as some kind of blow against private health insurance. Government-designed insurance under Obamacare has been a disaster—higher costs for worse outcomes and less access to care.']"
4,6,4_insurance_doctors_care_policy,"['insurance', 'doctors', 'care', 'policy', 'killed', 'murderer', 'murdering', 'blood', 'literally', 'news']","['They made me feel so safe at the Doctors office today… wonder if it had to do anything with that Luigi guy', ""🖕 Luigi and his family, he's a cowardly murderer who murdered an upper class man in cold blood in broad daylight, as for denying claims, I don't care, if your insurance company sucks go somewhere else instead of murdering the upper class"", ""Blue Cross Blue Shield literally reversed course on a policy change that would have killed millions within hours of news of the shooting getting out. That's better results than you most often hear. More Luigi's are needed.""]"
5,6,5_istandwithunitedhealthcare_ceos_millionaire_die,"['istandwithunitedhealthcare', 'ceos', 'millionaire', 'die', 'killed', 'profits', 'killer', 'bum', 'ppl', 'work']","[""Luigi Mangione is a criminal terrorist. He killed a ceo not just for revenge but in the hopes that it would stir political change. Brian is what any ceo is supposed to do: maximize profits. A ceo who doesn't do this is fired. Killing ceos (who are ppl) does nothing."", 'Luigi Mangione was anti-capitalist \n\nThe fucking moron doesn’t like the idea of hard work = money \n\nSo he takes it out on a multi millionaire ceo \n\nOn top of all that, 5 days after committing the murder he was still in possession of the weapon\n\nThat checks out.', ""LUIGI MANGIONE is a dumb loser who murdered #UnitedHealthcare CEO Brian Thompson because he hurt his tard back due to sucking at surfing. He also eats McDonalds, is a weak drug addict and listens to Taylor Swift because he's a tard! #MAGA #FreeLuigi #IstandWithUnitedHealthcare""]"
6,6,6_healthcare_care_accountable_united,"['healthcare', 'care', 'accountable', 'united', 'victims', 'justification', 'blames', 'instead', '', '']","['Instead of expressing shock at the murder of UnitedHealthcare CEO Brian Thompson, many progressives could hardly contain their glee, even praising, excusing, or pining for the alleged gunman, Luigi Mangione.', 'You are a very sad but typical liberal who blames the victims and will not hold the perpetrator accountable! You think the CEO of United Healthcare, who grew up in a middle to poor class family and made himself what he was today unlike the privileged murderer Luigi, had it coming…', 'Obviously, there\'s a ton we do not know about the Unitedhealthcare (alleged) shooter.\n\nWhat we do know already: all those progressives who cheered it and hoped - yes, hoped - it would be a ""justified"" killing, a denied care tit-for-tat, have humiliated themselves yet again.']"
7,5,7_ceos_jfk_unitedhealthcareceo_healthcare,"['ceos', 'jfk', 'unitedhealthcareceo', 'healthcare', 'commies', 'martyrs', 'died', 'media', 'americafirst', 'better']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.', '7/ The American Dream is real. It lived in Brian Thompson. Let’s honor his legacy by living up to the values he embodied. #UnitedHealthcare #unitedhealthcareceo #AmericanDad #AmericanWay #americafirst #America']"
8,5,8_murderer_deaths_reporter_empathy,"['murderer', 'deaths', 'reporter', 'empathy', 'innocent', 'sick', 'everyone', 'liberals', 'psycho', 'omg']","['Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.', '“THIS IS THE KIND OF SICK BEHAVIOR FROM THE LEFT THAT SHOULD MAKE EVERYONE’S SKIN CRAWL.”  blasts liberals for justifying the murder of UnitedHealthcare CEO! “You don’t go murder a person!”', 'OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\n“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.']"
9,5,9_socialists_healthcare_sympathy_medical,"['socialists', 'healthcare', 'sympathy', 'medical', 'disgusting', '', '', '', '', '']","['""The elites have tricked you into thinking that Brian Thompson is your enemy""', 'What a pathetic tweet from a professor at Columbia which charges students heavy tuition fees. Brian Thompson clearly came from a humble beginning and worked his way up. Disgusting.', 'Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Can’t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble']"
