Topic,Count,Name,Representation,Representative_Docs
0,81,0_family_killer_murderer_died,"['family', 'killer', 'murderer', 'died', 'agencies', 'children', 'killed', 'nobody', 'cheering', 'anyone']","['Brian Thompson didn’t murder anyone. No one at his company has murdered anyone. People have died under their rules and regulations, & yes, there should be a discussion about that. But that is not now, & to say you’re “joyful” or in any way happy his death happened is disgusting.', ""You are retarded man. U can't kill people because u don't like their policies. I didn't even know who Brian Thompson was 2 weeks ago. He's a victim of murder and has a family. We aren't going to have a society where people are getting killed for doing their jobs."", 'Brian Thompson was a person to whether you like it or not and you all are making a hero out of his killer and celebrating his death . Do you have any sympathy for his two children and his wife?']"
1,57,1_luigimangione_murderer_killer_hero,"['luigimangione', 'murderer', 'killer', 'hero', 'mangioni', 'innocent', 'murdering', 'killed', 'guilty', 'chris']","['Reaction from the Mangione family: “Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”\n\nThis was sent by the office of Maryland Delegate Nino Mangione, Luigi’s cousin.', 'The Mangione family statement, ""Our family is shocked and devastated by Luigi’s arrest.""\n\n""We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved,"" Maryland Nino Mangione, Republican Delegate wrote on X', ""Luigi Mangione’s family has released a statement:\n\n“We only know what we have read in the media. Our family is shocked and devastated by Luigi's arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved.”""]"
2,53,2_brianthompson_justice_john_unitedhealthcareceo,"['brianthompson', 'justice', 'john', 'unitedhealthcareceo', 'condolences', 'tragic', 'tragedy', 'executive', 'andrew', 'care']","[""UnitedHealth Group $UNH is navigating challenges following the tragic loss of UnitedHealthcare CEO Brian Thompson. CEO Andrew Witty acknowledges the healthcare system's flaws and emphasizes the company's commitment to improvements."", '🚨🇺🇸 NEW UHC CEO PRAISES MURDERED CEO AS A “HEALTHCARE LEGEND”\n\nIn a leaked pep talk to staff, UnitedHealth Group CEO Andrew Witty praised slain CEO Brian Thompson as a titan of healthcare, claiming he had one of the “biggest effects” on the industry—despite ongoing accusations…', 'UnitedHealth Group CEO Andrew Witty has issued an emotional tribute to Brian Thompson, the head of the group’s insurance arm, UnitedHealthcare, following Thompson’s death at the hands of a gunman.']"
3,51,3_unitedhealth_insurance_healthcare_ceos,"['unitedhealth', 'insurance', 'healthcare', 'ceos', 'died', 'executive', 'sympathy', 'killed', 'assassin', 'shooter']","['Unhinged leftist says the UnitedHealthcare CEO was a billionaire who was responsible for the de*ths of millions so you shouldn’t feel bad for his family.\n\nSo now even innocent family members deserve to suffer?\n\nThis woman is deranged. Couldn’t tell by the glasses and nose ring.', 'Someone sent me a TikTok with music (Dead or Alive-BonJovi) celebrating the United CEO’s death. I just feel it’s distasteful. Especially seeing the thousands limes. #TikTok #SocialMedia #UnitedHealthcare #unitedhealthcareceo #unitedhealthceo #ImEvilEdwin🇺🇸', 'Former Washington Post reporter Taylor Lorenz expressed ""joy"" over the killing of UnitedHealthcare CEO Brian Thompson, sparking outrage. Celebrating tragedy is a bold choice—especially when it leaves two kids without a dad. Let’s hope we can find empathy…']"
4,47,4_healthcare_assassinated_executive_fatally,"['healthcare', 'assassinated', 'executive', 'fatally', 'assassin', 'killed', 'died', 'insurance', 'death', 'trump']","['Brian Thompson, CEO of UnitedHealthcare, was tragically shot and killed this morning outside of a hotel he was staying at in New York City, in what police believe was a targeted attack. Thompson was a father of two.\n\nSenseless gun violence is tearing families apart.\n\nOur hearts…', 'Tragic news as UnitedHealthcare CEO Brian Thompson, 50, was shot and killed outside the New York Hilton. Authorities are closing in on the suspect, who appeared to target Thompson specifically. Surveillance footage shows the assailant with a backpack before the attack. Justice is…', 'Brian Thompson, the CEO of UnitedHealthcare, was assassinated in New York City yesterday. The 50-year-old executive was fatally shot outside the New York Hilton Midtown hotel in what authorities describe as a targeted attack. In one word, let us honor his memory.']"
5,44,5_murdering_brianthompson_devastated_justice,"['murdering', 'brianthompson', 'devastated', 'justice', 'story', 'guy', 'attended', 'fuck', 'family', 'poor']","[""Our family is shocked and devastated by Luigi’s arrest. We offer our prayers to the family of Brian Thompson and we ask people to pray for all involved,' the family said."", 'I just said the dude is a piece of shit for murdering someone and 2 of my coworkers looked at me like I was crazy. I then doubled down and said the CEO isn’t responsible for any deaths and that Luigi is just a moron who shot a man in the back like a coward and they basically just…', 'Luigi grew up in privilege, was never even a customer of UHC, apparently did get treatment for his back.\n\nBrian Thompson grew up middle class and made his own way.\n\nLiberals are cheering on a coddled rich kid who murdered a good guy who worked for everything he had.']"
6,43,6_murderer_condolences_killed_evil,"['murderer', 'condolences', 'killed', 'evil', 'greed', 'insurance', 'die', 'disgusting', 'deserves', 'insurer']","[""Brian Thompson, CEO of United Healthcare, was murdered in cold blood this morning. I see posts lamenting the US healthcare system, & I share those sentiments. But more importantly, don't forget the humanity here. He's a person with a mother like you & me. Rip, best to family"", 'Amen! It’s sickening to see people glorifying the cold-blooded killing of Brian Thompson—a man who embodied the American dream. If you’re upset with the healthcare system, work to change it. Stop celebrating a madman.', ""I feel sorry for Brian Thompson and his family. I never condone violence, especially a cold-blooded murder.\n\nThat said, these billion dollar, often greedy, insurance companies impact a lot of people's lives in a deeply personal way.\n\nThey make it their mission to deny as many…""]"
7,39,7_brianthompsom_family_rip_sympathizing,"['brianthompsom', 'family', 'rip', 'sympathizing', 'news', 'sad', 'justice', 'ben', 'guy', 'shapiro']","[""We are still looking forward for justice for $DOJA\n\nLet's not forget that our fellow human life also matter.\nIt saddens me to hear about $BRIAN\n\nCa: EkNMMRhj2zArFyGAxsRhYy5UyeE3kwQSgMQpUfoYpump\n\nLet's get justice for $BRIAN THOMPSON"", 'The Ivy League assassin\'s father owns four golf courses and sent him to a $40,000 per year all boys prep school. He is about as distant from ""working class"" as you can get in America. Brian Thompson was born poor in a rural Iowa and went to a state school. He worked his way to…', 'Brian Thompson was from a small town in Iowa of 1200 people and graduated with a BS Biz & Accounting degree from the U of Iowa. He literally just worked his way up the corporate ladder. He lived in a mostly middle class suburb and his kids go to a public school.']"
8,38,8_tragic_killer_justice_brianthompson,"['tragic', 'killer', 'justice', 'brianthompson', 'news', 'alvin', 'leftist', 'healthcare', 'family', 'shooter']","[""It's sad to see that UHC CEO Brian Thompson was shot to death today. It's unthinkable. \n\nWhat's worse is that in today's NYC, if he had been able to take down the assassin and chokehold him until police arrived, he'd eventually be facing an unfair trial like Daniel Penny."", 'Prayers for Brian Thompson’s family. This is such a tragedy. I’m only speculating but would not be surprised for us to find out the shooter lost a loved one over denied coverage by #UNITEDHEATHCARE \n\nVery sad day. 🙏🙏🙏', 'Praying for the family of Brian Thompson. \n\nAn apparent targeted murder was carried out in one of the safest neighborhoods in NYC while our disgraceful DA Alvin Bragg has abdicated his responsibility in favor of political crusades and locking up hero Daniel Penny. \n\nVote him out.']"
9,27,9_sympathy_condolences_harris_exact,"['sympathy', 'condolences', 'harris', 'exact', 'death', 'care', 'anyone', 'contributed', 'ceos', 'argument']","['Washington Post on Brian Thompson as a well liked, hard working man who tried to provide better service to customers while avoiding the public limelight.\n\nHe helped keep thousands of hospitals and healthcare providers open during the pandemic by getting then emergency relief from…', 'I asked GROK to tell me about the background of assassinated UHC CEO Brian Thompson. He came from a working/middle class background, grew up in an Iowa town with a population of 1,216 as of 2020. HS valedictorian, 1993. Went to the University of Iowa. \n\nVery different from the…', ""Brian Thompson came from a working class family & grew his way into the upper class by running a company legally operating in an over regulated industry\n\nHe was killed by a trust fund baby from the top 1% who's family could have paid out of pocket for any necessary medical care""]"
