Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Representative_document,Date,DateTime
I want everyone to know that this is #FAKENEWS! The man in this video is NOT #UnitedHealthcare's CEO Brian Thompson! ALL LIES! Presented by none other than Biden's corrupt DOJ & the corrupt Blackstone Group!!! He was fighting them both at the time of his murder!! NO COINCIDENCES!,1,1_died_genocide_healthcare_ceos,"['died', 'genocide', 'healthcare', 'ceos', 'unitedhealthcareceo', 'warren', 'care', 'god', 'celebrity', 'activists']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",died - genocide - healthcare - ceos - unitedhealthcareceo - warren - care - god - celebrity - activists,False,12/9/2024 16:01,12/9/2024 16:01
"The assassination of UnitedHealthcare CEO Brian Thompson is a lot like the assassination of JFK in the sense that both men died as martyrs who fought tirelessly to better the lives of the American people, and the only ones left cheering were the Southern hicks and the commies.",1,1_died_genocide_healthcare_ceos,"['died', 'genocide', 'healthcare', 'ceos', 'unitedhealthcareceo', 'warren', 'care', 'god', 'celebrity', 'activists']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",died - genocide - healthcare - ceos - unitedhealthcareceo - warren - care - god - celebrity - activists,False,12/8/2024 22:56,12/8/2024 22:56
This is a fantastic portrait of deposed United Health CEO Brian Thompson.,1,1_died_genocide_healthcare_ceos,"['died', 'genocide', 'healthcare', 'ceos', 'unitedhealthcareceo', 'warren', 'care', 'god', 'celebrity', 'activists']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",died - genocide - healthcare - ceos - unitedhealthcareceo - warren - care - god - celebrity - activists,False,12/8/2024 19:25,12/8/2024 19:25
Most people celebrating the murder of the UnitedHealthcare CEO are lazy couch bums and bored suburbanites trying to sound like an edgy vigilante.,4,4_obamacare_insurance_deaths_demise,"['obamacare', 'insurance', 'deaths', 'demise', 'everyone', 'empathy', 'reporter', 'union', 'insane', 'tears']","[""For all of you clutching your pearls about the CEO shooter understand he's done more to fight corruption in the insurance world than the last 59 years of congress hearings and panels and investigations #LuigManigone #UnitedHealthcare"", 'OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\n“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.', 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",obamacare - insurance - deaths - demise - everyone - empathy - reporter - union - insane - tears,False,12/8/2024 13:34,12/8/2024 13:34
UnitedHealthcare covers old really folks with various doctors they need even in their nineties! HUMANA too!,3,3_healthcare_hospitals_insights_leadership,"['healthcare', 'hospitals', 'insights', 'leadership', 'medicaid', 'benefits', 'medicare', 'healthy', 'leading', 'assassin']","[""Special announcement: We're now in-network with #UnitedHealthcare (#Optum)! That’s good news for their members who want treatment at one of the nation’s leading hospitals for psychiatric or addiction treatment. Call 713-275-5400 for more info."", 'UnitedHealthcare (UHC) offers a food benefit that provides a monthly credit to help pay for healthy food and over-the-counter (OTC) products. The credit is loaded onto a UCard, which can be used at participating stores or online.', 'Got a new job and I get benefits imma make this money then use those benefits to have the surgery on my knees that I’ve needed for years 😭 been walking around with a torn LCL, ACL, meniscus, patellar tendon, and broken foot for 2 years I’m so happy rn ily Luigi.']",healthcare - hospitals - insights - leadership - medicaid - benefits - medicare - healthy - leading - assassin,False,12/8/2024 5:06,12/8/2024 5:06
Support the Brian Thompson universal healthcare act of 2025. Honor Brian as he would have wanted.,1,1_died_genocide_healthcare_ceos,"['died', 'genocide', 'healthcare', 'ceos', 'unitedhealthcareceo', 'warren', 'care', 'god', 'celebrity', 'activists']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",died - genocide - healthcare - ceos - unitedhealthcareceo - warren - care - god - celebrity - activists,False,12/8/2024 4:14,12/8/2024 4:14
"I agree. I’m getting a lot of hate for my opinion on this. But I stand by what I said. If you cheer on Brian Thompson’s killer, you are evil.",2,2_healthcare_claim_hypocrite_executive,"['healthcare', 'claim', 'hypocrite', 'executive', 'said', 'compassion', 'kill', 'liberated', 'elites', 'killer']","['Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Can’t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…', 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.']",healthcare - claim - hypocrite - executive - said - compassion - kill - liberated - elites - killer,False,12/7/2024 20:44,12/7/2024 20:44
"There are way too many people who are okay with the murder of Brian Thompson, the UnitedHealthcare CEO.",1,1_died_genocide_healthcare_ceos,"['died', 'genocide', 'healthcare', 'ceos', 'unitedhealthcareceo', 'warren', 'care', 'god', 'celebrity', 'activists']","['Brian Thompson was one of the many CEOs of the departments below you have to understand that. the media never looks into anything and they deliberately on purpose lie to you. the CEO of United healthcare was knighted by Queen Elizabeth!!!', 'Ron, you gotta check yourself. Tweeting all this anti-Brian Thompson/United Healthcare stuff right now appears to justify his killing. I get being anti-corporate greed but justifying the murder of a CEO (esp. without knowing nothing about him) is plain wrong', ""I guess little fella didn't learn. He constantly demonizes CEOs. Brian Thompson CEO of United Healthcare was MURDERED yesterday in NYC. Instead of giving it a rest little fella doubles down on disparaging another CEO. Looks like litter fella won't stop until all CEOs are murdered""]",died - genocide - healthcare - ceos - unitedhealthcareceo - warren - care - god - celebrity - activists,False,12/7/2024 11:50,12/7/2024 11:50
"On Wednesday December 4th 2024, my uncle, Brian Thompson, a husband and father of two children, was brutally executed in the middle of Manhattan by a gunshot-wound to the heart from a vigilante-leftist who was upset about their insurance coverage. 

People online are not only…",2,2_healthcare_claim_hypocrite_executive,"['healthcare', 'claim', 'hypocrite', 'executive', 'said', 'compassion', 'kill', 'liberated', 'elites', 'killer']","['Brian Thompson was a chad actual middle class dude who earned generational wealth wealth for his wife and kids. Can’t say the same for the socialists celebrating his death who might lose their healthcare and will see their precious Gaza turn to rubble', 'Anyone, and I mean anyone celebrating the tragic end of Brian Thompson is a hypocrite, a cancer on society, or both. Yes, they need prayer, although they probably also need the kind of corrective discipline their parents likely were too liberated to afford them the benefit of…', 'The idea that Brian Thompson deserved to die because he was a rich healthcare executive appears to be...a disturbingly popular sentiment. You cannot claim to be the movement of compassion & tolerance while gleefully celebrating a dad of two getting shot to death. So vile.']",healthcare - claim - hypocrite - executive - said - compassion - kill - liberated - elites - killer,False,12/7/2024 11:42,12/7/2024 11:42
"OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:

“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" 

What a psycho.",4,4_obamacare_insurance_deaths_demise,"['obamacare', 'insurance', 'deaths', 'demise', 'everyone', 'empathy', 'reporter', 'union', 'insane', 'tears']","[""For all of you clutching your pearls about the CEO shooter understand he's done more to fight corruption in the insurance world than the last 59 years of congress hearings and panels and investigations #LuigManigone #UnitedHealthcare"", 'OMG. Former NYT “reporter” Taylor Lorenz doubles down on gloating over the m*rder of the UnitedHealthcare CEO:\n\n“Am I going to shed tears or have empathy for somebody who has facilitated the deaths of thousands of innocent Americans?"" \n\nWhat a psycho.', 'Chris Murphy…. “I’m never going to condone gun violence”…. Then goes on to basically justify the murder of the UnitedHealthCare CEO. \n\nHe also seems to forget that the insurance industry is heavily regulated in all they do due to the ObamaCare act which he voted for.']",obamacare - insurance - deaths - demise - everyone - empathy - reporter - union - insane - tears,True,12/7/2024 7:19,12/7/2024 7:19
