Topic,Count,Name,Representation,Representative_Docs
0,85,0_mangioni_nick_scumbag_killer,"['mangioni', 'nick', 'scumbag', 'killer', 'hero', 'said', 'guy', 'hes', 'insane', 'much']","['The case of Luigi Mangione is the perfect example of what drives left wing zealotry.\n\nHe was a normal, successful dude. Once he got a debilitating back injury, he became impotent in relation to society. He became angry, hate-filled & resentful. Needed to blame others. Leftist.', 'Idolizing Luigi Mangione is a sign of low IQ\n\nHe is a retard that supposedly shot a dude for being unable to have gay sex anymore due to his back condition.\n\nNot a hero, and accomplished nothing in the grand scheme of things. It changes nothing', '""who did nothing to him* is the most essential part here.\n\nThe protestors blocking a road effectively took a lot of people hostage, the old man simply liberated everyone (based and justified)\n\nLuigi Mangione shot a man in the back who was just walking there.\n(cringe and gay)']"
1,74,1_killer_murderer_donald_assassin,"['killer', 'murderer', 'donald', 'assassin', 'killed', 'kill', 'healthcare', 'guilty', 'innocent', 'trump']","[""why and how is luigi mangione pleading not guilty? obviously he is allowed to do that, but it makes no sense. \n\nnot only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm…"", 'SICKNESS\': Trump goes off on those with an ""appetite"" for elite cold-blooded killer suspect, torching liberals\' viral support of Luigi Mangione and saying, ""I don\'t get it.""', ""why and how is luigi mangione pleading not guilty? not only do they have fingerprint evidence, but they found him with the weapon and the manifesto. the manifesto implies the crime is something he wants credit for. i'm very confused. \n\ni'd love for someone who knows more about…""]"
2,71,2_matter_acted_cause_gun,"['matter', 'acted', 'cause', 'gun', 'murderer', 'guy', 'proven', 'elliot', 'else', 'brother']","[""Luigi (allegedly) committed murder in broad daylight, while it's been proven in a court of law that Kyle acted in self-defense. You're either willfully ignorant of that fact, or just incredibly fucking stupid."", 'So luigi travel across many states line is okay?\n\nKyle travel 15 minutes drive to neighborhood he grew up to defend it from looters\nHe shots in self defense to 3 rioters who chase after him trying to harm him.\n\nLuigi travel thousands of miles\nTo kill a guy\n\nDEM❤️criminals', ""that I don't take sides? I never have and I never will\n\nwhat luigi did was not self defense if it was then it would have been justified as the other self defense thing was""]"
3,67,3_danny_hell_guy_everyone,"['danny', 'hell', 'guy', 'everyone', 'strike', 'killed', 'fuck', 'actually', 'crazy', 'disaster']","['Everyone rn: I want Luigi to tear apart my holes and die from bleeding\n\nFav oomf: here are my favorite bakes of the year! ❤️ up next dark chocolate shortbread cookies 🍪🍫🍫👩\u200d🍳', '𝙏𝙝𝙚𝙮 𝙠𝙣𝙤𝙬 𝙬𝙝𝙖𝙩 𝙠𝙞𝙣𝙙 𝙤𝙛 𝙖 𝙥𝙚𝙧𝙨𝙤𝙣 𝙩𝙝𝙚𝙞𝙧 𝙘𝙝𝙞𝙡𝙙 𝙖𝙣𝙮𝙬𝙖𝙮 𝙗𝙚𝙛𝙤𝙧𝙚 𝙞𝙩 𝙝𝙖𝙥𝙥𝙚𝙣. \n\nIn the bible, it is better to discipline your child. \nI believe time will heal, but Luigi is unwell if you observe him very carefully', 'Tone, did ya hear the Luigi kid came out of hiding because he wanted a McFlurry.? You almost can’t blame the dumb little bastard, ya never know when those ice cream machine’s are workin, Skip. Ya gotta strike when the iron’s hot hehe']"
4,50,4_murderous_killed_assassin_death,"['murderous', 'killed', 'assassin', 'death', 'psychotic', 'guy', 'fuck', 'someone', 'rampage', 'prisoners']","['Elon family vibes? The only time he decided to start showing up with his kids was to use them as human shields after Luigi killed the health insurance CEO.', 'Luigi needed good parenting, a good figurative azz-whooping, and a JOB. \n\nInstead, he was coddled & funded in his dangerous misery by Liberal Microcosms of Society,\n\nwho are hell-bent on keeping vulnerable people poorly-informed & rage-fueled,\n\nbc that’s the only real way they,…', ""This is why we are a failing country. He avoids every possible reason for WHY people aren't upset that Luigi killed that guy. Instead he totes about 250 new citi bikes that will make life so much easier for people haha""]"
5,35,5_murderous_bombed_terrorists_brendan,"['murderous', 'bombed', 'terrorists', 'brendan', 'detectives', 'wounds', 'prison', 'jesus', 'hunt', 'fully']","[""No proof Mangione did it, plenty of proof he's a rich Nazi\n\nNo proof the GFM raised supposedly in his name went to him, but his lawyer has repeatedly turned down funding offers. So $100k+ has gone to a very likely scam & almost none to ppl in real need bc y'all want heroes so bad"", 'Kyle tried to hunt humans.\n\nKyle got caught trying to hunt humans. \n\nKyle killed humans who realized they were being hunted and tried to defend themselves. \n\nKyle is a murderous sack of shit. \nMangione is a murderous sack of shit.', 'JESUS , I THOUGHT THIS LOUIGI BENADUCI CORLEONE....MANGIONE GUAVACELLI KID WAS SMART...THE ONLY GUYS HE DIDNT GIVE A PHOTO OPP TO WAS  KEEPIN THE GUNW THE SILENCER ..ITS 20 ALONE FOR THE SUPPRESOR THEN COMPLAININ BOUT A BAD BACK...I GOT A BAD BACK KID BAD .']"
6,33,6_healthcare_insurance_killer_murdering,"['healthcare', 'insurance', 'killer', 'murdering', 'taxpayer', 'whose', 'bankrupt', 'justice', 'experts', 'companies']","['🚨NEW PODCAST EPISODE OUT NOW🚨\n\n discuss the extraordinary response to the murder of US health insurance boss Brian Thompson. \n\nHow can anyone celebrate his cold-blooded killing? The Matts test their theory that everything before “but” is bullsh*t', ""I understand the anger at insurance companies. But I'm appalled by the glorification in some quarters of the murder of Brian Thompson. Yes, he was an insurance executive, but he was also a dad and certainly didn't deserve to be executed and have people jeer at his family's loss."", 'Won’t delete this.\n\nBrian Thompson, UHC CEO, was a winner. Everyone has a death. His family will live in wealth centuries after his.\n\nCan’t say the same of socialist vermin who lose their healthcare 😢.\n\nThey’re losers whose deaths will cleanse the earth of their filthy presence.']"
7,31,7_murderer_killer_killed_ceos,"['murderer', 'killer', 'killed', 'ceos', 'innocent', 'death', 'leftists', 'criminals', 'sentenced', 'riots']","['The defender of Luigi Machioni claims that her cliënt has no chance of getting a fair trial! But did Luigi Machioni that CEO Brian Thompson a fair chance? Absolutely not! Without any form of trial, without giving the CEO Thompson a chance to defend himself Luigi Machioni (see 2)', '🆘Shooter-No one will believe Luigi murdered, cowardly shot a man in the back because United didn’t care about his back ache.   a cocky ego like Obama & radicalized which led to careless actions for Obamacare issues for his mentor Obama-Luigi influencer', ""As cool as this picture is it also makes my blood boil. They don't even treat mass shooters like this. Dylann Roof got taken to fucking Burger King after killing 9 Black people, but Luigi pops one CEO and they act like he's the head of ISIS""]"
8,31,8_deserved_fucked_innocent_must,"['deserved', 'fucked', 'innocent', 'must', 'murderer', 'shame', 'evil', 'feared', 'offences', 'murdering']","[""Earth to the undocumented: American citizens love raping (shout out to Donny), shooting their own (refer to Luigi Magione) for that reason you will not be deported. #USA has a poor record stopping domestic terror. Heck, blonde Christian Charles Whitman massacred students in '66."", 'Yeah, you sound like Stalin. And Castro, and Mao. What you are, is a communist. It’s a shame New York doesn’t have the death penalty. Too bad Luigi didn’t do it here in Florida because we would give him the needle 💉 ☠️.', ""Barack Obama's violent activist.\nReal Motive-Obamacare feared\nUnitedHealth taking Obamacare business. Best let Luigi tell citizens that UHealth is bad. Get nation in uproar. Luigi orders from Obama “ Fix it-Luigi then jihad.” 14 yrold girl in WI radicalized to Jihad""]"
9,27,9_crimes_arrested_killer_perpetrator,"['crimes', 'arrested', 'killer', 'perpetrator', 'vicious', 'baron', 'sin', 'hero', 'trending', 'police']","['Pennsylvania Governor Josh Shapiro goes off on people who are celebrating Luigi Mangione for allegedly murdering UnitedHealthcare CEO Brian Thompson.\n\n""In America, we do not kill people in cold blood to resolve policy differences or to express a viewpoint.""\n\nHe calls it…', 'Healthcare boss Brian Thompson’s killer may have fled New York, police say, via   \n\nUnless its blizzard snow. Im of the opinion people wearing hoodies covered up should be shot by default. As normally speaking their obviously up to no good.', 'Person who deleted/erased CEO of UnitedHealthCare is illegal immigrant came from Latin Spanish countries like Venezuela 🇻🇪 travel from Atlanta, Georgia to New York City and left state of New York in United States Of America. This is migrant crime related.\n\n~ Baron Tremayne Caple']"
