Topic,Count,Name,Representation,Representative_Docs
0,159,0_hero_murderer_killer_poor,"['hero', 'murderer', 'killer', 'poor', 'killed', 'case', 'penny', 'justice', 'deserves', 'kill']","[""Rittenhouse isn't a POS but Luigi is a hero! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands annually. Good riddance"", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance.""]"
1,119,1_ceos_luigimangione_mangioni_murderer,"['ceos', 'luigimangione', 'mangioni', 'murderer', 'brianthompson', 'deaths', 'killer', 'murdering', 'killed', 'rich']","[""The McDonalds Worker was an epic Class Traitor - the one who turned in virtuous Mr Mangione, the based killer of Healthcare Insurance CEO's/Corporate Swine/Parasites. We need to set up a GoFundMe page for Mr Mangione's Legal Defense Team Fund, IF he's charged with CEO's death."", 'Free him! \n\nIf Daniel Penny & Kyle Rittenhouse can get away with murdering people without justification, so can Luigi Mangione.\n\nThe United Healthcare CEO was a parasite on society (just like every other billionaire) by using his money to deliberately cause harm and death on us!', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUT…""]"
2,114,2_healthcare_unitedhealth_ceos_tragic,"['healthcare', 'unitedhealth', 'ceos', 'tragic', 'executives', 'health', 'insurance', 'insurer', 'patients', 'insider']","['Brian Thompson killer had the words “deny,” “defend” “depose” on the shell casings that were left behind?\n\nObvious link to the 2010 book: Delay, Deny, Defend.\nWhy insurance companies don’t pay claims and what you can do about it.\n\nSo this must be vigilante justice. They refused…', 'ABC: “NYPD finds ‘deny’ ‘defend’ ‘depose’ on shell casings where United Health CEO Brian Thompson was murdered” — seems to reference how insurance companies👇🏽deny people treatment. Especially #UnitedHealthcare.', 'ABC: “NYPD finds ‘deny’ ‘defend’ ‘depose’ on shell casings where United Health CEO Brian Thompson was murdered” — seems to reference how insurance companies👇🏽deny people treatment. Especially United.']"
3,96,3_ceos_unitedhealth_healthcare_insurance,"['ceos', 'unitedhealth', 'healthcare', 'insurance', 'murdering', 'killed', 'corporate', 'died', 'hero', 'health']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him. FK YOU."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him.""]"
4,87,4_sympathy_death_god_fuck,"['sympathy', 'death', 'god', 'fuck', 'fickle', 'dead', 'saying', 'ruined', 'tear', 'alive']","['And this weeks ""Flying Fickle Finger of Fate"" award goes to Brian Thompson.', 'And this weeks ""Flying Fickle Finger of Fate"" goes to...you guest it, Brian Thompson! Lets have a big round of applause for Brian, Folks!', 'I don\'t condone murder, but this weeks ""Flying Fickle Finger of Fate"" award goes to...you guessed it, Brian Thompson! Let\'s have a big round of applause for Brian, folks!']"
5,85,5_ceos_healthcare_executives_insurance,"['ceos', 'healthcare', 'executives', 'insurance', 'health', 'dying', 'profits', 'greed', 'hospitals', 'sympathy']","[""In a way yes. The taking of any life is wrong, even if it is just. It is a burden that one must carry. Was the CEO a right bastard? Absolutely, from what I've seen. However, did the CEO force people to use his company? No. Were people not allowed to switch coverage or get outside…"", 'UnitedHealthCare CEO was killed and Oligarchs are crying about it. Multitudes of people are dying due to being denied Health Insurance meanwhile Oligarchs are crying about one Health Insurance CEO dying. \n\nOligarchs kill us by denying and delaying Health Insurance but are…', 'Companies hiding their CEOs now instead of putting them front & center to remind customers/investors that “people matter more than profits” shows us all we need to know about that company’s true business plan. #brianthompson #UnitedHealthcare #insurance #usa #corruption #news']"
6,83,6_deaths_killer_murdering_greed,"['deaths', 'killer', 'murdering', 'greed', 'died', 'death', 'policies', 'die', 'care', 'rich']","['Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', 'Yes, Brian Thompson was a human being with a family.\n\nHe was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year.\n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? 🤔', '""Why are we asking random pundits [to] have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of millions of…']"
7,81,7_warren_die_democrats_death,"['warren', 'die', 'democrats', 'death', 'genocide', 'news', 'thompsons', 'politicians', 'ethics', 'murderer']","['Could you imagine so much outrage, news coverage, use of taxpayer funding, and man hours if the man killed was a normal person like you and I? You can’t, well that’s because it would never happen. Brian Thompson is not and was never more important than any of us because he had…', 'Yeah, mass murderer Brian Thompson is not a hero and we should be up in arms about how much money and effort the police and media put into finding this hero of the common man when they would never do the same for the rest of us. Spread class consciousness.', ""Instructing others to kill or to let people die is an act of violence, the basic concept of which informs most law. Just because people like Brian Thompson have paid politicians not to hold their particular actions to the same legal standards as others doesn't disprove me.""]"
8,80,8_healthcare_insurance_obamacare_deaths,"['healthcare', 'insurance', 'obamacare', 'deaths', 'victims', 'patients', 'medical', 'died', 'claim', 'claims']","['The biggest problem is for-profit health insurance and claim deniers like Brian Thompson who are killing thousands every year. You care about Thompson but not about those he killed.', ""Brian Thompson got rich at the helm of the company that denied more healthcare claims than most other major insurance providers, at a denial rate twice the industry average.\nI am not surprised that stuff like this happens. If anything, I'm surprised it doesn't happen more often."", 'You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who can’t always afford health insurance costs.""']"
9,72,9_deaths_policies_killers_profit,"['deaths', 'policies', 'killers', 'profit', 'killer', 'death', 'kill', 'whose', 'killed', 'decisions']","['Brian Thompson had the blood of thousands of people just like this poor person’s family on his hands. he was just as much a killer as the man who shot him, he did it from behind a desk without ever having to face the people whose lives he was ending.', 'Brian Thompson has likely killed more people than his killer ever will.', 'Brian Thompson killed more people than his killer so….']"
