Topic,Count,Name,Representation,Representative_Docs
0,151,0_killer_brianthompson_killed_sympathy,"['killer', 'brianthompson', 'killed', 'sympathy', 'ceos', 'brianthompsonassassination', 'ceoâ', 'unitedhealthcareceo', 'hitman', 'died']","['I think itâ€™s kinda crazy how the cops are on this massive manhunt for a man who killed 1 person, #BrianThompson CEO of #UnitedHealthcare , when that 1 person killed thousands of innocent, sick people by denying them treatment, and they never went after him!! ðŸ¤”', 'The healthcare insurance companies are scared. The shooter has shown us that we could all get universal healthcare at an affordable rate if we treated their CEOs the way they treat us... disposable #unitedhealthcareceo\n#UnitedHealthcare', 'CEO of one of the biggest healthcare insurance companies in the US, gets thr*ats on his life.\n\nNo one on the company board of directors says ""Let\'s hire security detail to protect him.""\n\nTells you all you need to know about #UnitedHealthcare\n\nThey don\'t ""care"" about him or you!']"
1,137,1_murderer_deaths_killer_murdering,"['murderer', 'deaths', 'killer', 'murdering', 'killed', 'killers', 'death', 'die', 'profit', 'case']","[""I don't believe Brian Thompson deserved to be killed because of a bad experience my family had with an insurance company. I believe he deserved to be killed because he oversaw the mass murder of thousands of Americans.\n\nSome of us have empathy for people beyond our own families."", 'Yes, Brian Thompson was a human being with a family.\n\nHe was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year.\n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? ðŸ¤”', 'Yes, Brian Thompson was a human being with a family. He was also a healthcare CEO who was responsible for more deaths than Al Qaeda... every year. \n\nThose people were human beings with families. \n\nDoes that make Brian Thompson despicable? ðŸ¤”']"
2,126,2_fraud_sympathy_applause_wasnâ,"['fraud', 'sympathy', 'applause', 'wasnâ', 'care', 'rich', 'happened', 'elicited', 'reason', 'stalin']","['I have ZERO sympathy for Brian Thompson or his family. I have been in a living hell for over a decade and barely surviving. My credit ruined, my business ruined, my fucking life ruined so they can make millions. Fuck them, I dgaf. ðŸ–•', '""Why are we asking random pundits [to] have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens of millions ofâ€¦', '""Why are we asking random pundits why they would have empathy for [Brian Thompson] & their family, while there\'s no question being asked about who has empathy for the tens of thousands of Americans who are killed every year by the policies that Brian Thompson has made...tens ofâ€¦']"
3,122,3_healthcare_insurance_insurer_lawsuit,"['healthcare', 'insurance', 'insurer', 'lawsuit', 'executive', 'killed', 'death', 'profits', 'medical', 'died']","['ðŸš¨Murdered Insurance CEO Had Deployed an AI to Automatically Deny Benefits for Sick People: \n\nJust over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just howâ€¦', 'Just over a year before United Healthcare CEO Brian Thompson was murdered this week in Midtown Manhattan, a lawsuit filed against the insurance giant he helmed revealed just how draconian its claims-denying process had become.', 'United HealthCare had the highest rate of claims denials for its members of any health insurance company in America and double the industry average.\n\nThey say that the reason Brian Thompson died was because they had to wait on prior authorization from UHC to get him admitted to aâ€¦']"
4,122,4_trump_assassinated_rich_died,"['trump', 'assassinated', 'rich', 'died', 'killer', 'corporate', 'violence', 'thompsonâ', 'death', 'die']","['who cares man, brian thompson was responsible for so many deaths, denied so many people coverage, and used an ai with a 90% error rate to automatically deny people. i hope the assassin gets away with it', 'TONIGHT!\n\nHypocrisy of rules-based order\n\nMurder, torture, theft - praised if done in service of plutocrats:\n\nIsrael\nBrian Thompson\nDaniel Perry\nHunter Biden\nBillionaires\n\nBeyond redemption:\n\nRussia\nLuis Mangione\nJordan Keely\nAssange\nPoor/working class', 'LIVE NOW!\n\nHypocrisy of rules-based order\n\nMurder, torture, theft - praised if done in service of plutocrats:\n\nIsrael\nBrian Thompson\nDaniel Penny\nHunter Biden\nBillionaires\n\nBeyond redemption:\n\nRussia\nLuis Mangione\nJordan Keely\nAssange\nPoor/working class']"
5,107,5_insurance_health_killer_riddance,"['insurance', 'health', 'killer', 'riddance', 'gofundme', 'killed', 'companies', 'poor', 'murderer', 'mourns']","[""Rittenhouse isn't a POS but Luigi is a hero! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands annually. Good riddance"", ""Luigi is a hero for eliminating a vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied insurance and has suffered or died at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance. #FreeLuigi"", ""Luigi is a hero for eliminating this vermin killer! He has a good chance of being acquitted since everyone knows someone who's been denied health insurance coverage and has suffered at the hands of insurance companies. Thompson was basically a killer of thousands. Good riddance.""]"
6,107,6_ceos_healthcare_unitedhealthcareassassin_insurance,"['ceos', 'healthcare', 'unitedhealthcareassassin', 'insurance', 'murdering', 'killer', 'murderer', 'killed', 'death', 'kill']","['Free him! \n\nIf Daniel Penny & Kyle Rittenhouse can get away with murdering people without justification, so can Luigi Mangione.\n\nThe United Healthcare CEO was a parasite on society (just like every other billionaire) by using his money to deliberately cause harm and death on us!', 'Mangione killed one person.*\n\nThompson killed thousands.\n\nAnd you want people to feel bad for Thompson?\n\nCEOs, just like Thompson, killed thousands of people every year and are never held accountable. \n\nMangione is being held accountable.\n\n1000 > 1', ""Ted Bundy killed innocent women.\n\nLuigi Mangione killed a multi-millionaire CEO of United Health Care who made his $millions denying health care coverage; UHC's business practices kill far more people each year than every serial killer who ever lived combined. Not cheering, BUTâ€¦""]"
7,99,7_unitedhealthcareâ_unitedhealth_healthcare_insurance,"['unitedhealthcareâ', 'unitedhealth', 'healthcare', 'insurance', 'insurers', 'medicare', 'physician', 'health', 'aarp', 'doctors']","['Lawsuit Filed Before Killing of UnitedHealthcare CEO Accused Insurance Giant of Using Faulty AI Tool to Deny Claims Approved by Doctors \nSource:', ""Lawsuit Filed Before Killing of UnitedHealthcare CEO Accused Insurance Giant of Using Faulty AI Tool to Deny Claims Approved by Doctors  \nIt's time to take a hard look at the insurance industry, and shut down the scam that it currently is."", 'UnitedHealthcare has been accused of using an AI algorithm, specifically nH Predict, to deny claims for post-acute care under Medicare Advantage plans. \n\nThis AI reportedly has a 90% error rate, leading to wrongful denials of care that physicians had deemed necessary. \n\nTheseâ€¦']"
8,89,8_healthcare_killed_ceos_death,"['healthcare', 'killed', 'ceos', 'death', 'kills', 'care', 'innocent', 'kill', 'law', 'justice']","[""Fuck small town PA. That man, allegedly, took out a corrupt billionaire for people like McDonald's workers. And this shmuck thinks 10 grand is going to change their life more than healthcare overhaul. Luigi is a martyr. I said what I said."", 'What does â€œacceptableâ€\x9d mean? Like I donâ€™t condone it but I ainâ€™t sad about it. Like Iâ€™m kinda in the middle tbh. Luigi ainâ€™t no hero or whatever but I donâ€™t care much for a CEO of company that denies saving some people', ""Absolutely i said to my friends that its a pretty obvious anger response to how terrible the for profit healthcare system is and that if daniel penny can go free Luigi should go free and they freaked the fuck out I didn't even say my real position that the assassination is good""]"
9,88,9_healthcare_insurance_deaths_patients,"['healthcare', 'insurance', 'deaths', 'patients', 'medical', 'health', 'companies', 'claims', 'medicare', 'care']","['brian thompson\'s hard work could only get him to where he got if it was coupled with a callous disregard for the people his company is meant to support. he would not be the CEO of a health insurance company if he said ""we should deny less claims!""', ""Brian Thompson got rich at the helm of the company that denied more healthcare claims than most other major insurance providers, at a denial rate twice the industry average.\nI am not surprised that stuff like this happens. If anything, I'm surprised it doesn't happen more often."", 'You\'re insinuating the murder of Brian Thompson in NYC was justified? \n""Health insurance companies are responsible for the deaths of hundreds of thousands of Americans each each year and when denying claims and coverage for people who canâ€™t always afford health insurance costs.""']"
10,66,10_killer_fatally_healthcare_ceos,"['killer', 'fatally', 'healthcare', 'ceos', 'insurance', 'unitedhealthcareâ', 'profits', 'assassin', 'kill', 'doctors']","['Iâ€™m not saying Iâ€™m okay with murdering people but you canâ€™t tell me this UnitedHealthCare shooter isnâ€™t someone who lost a loved one because UHC decided they know more than doctors and refused coverage for something life-saving. Karma ðŸ¤·ðŸ\x8f»â€\x8dâ™€ï¸\x8f', ""Appears shooter was as determined to publicize UnitedHealth's contemptible claim denials, as not to be identified.\nWell paid insider trader- got 10 mil last yr\n\nUnitedHealth CEOâ€™s killer was at bus station within hour of crime; ditched backpack in park"", '1. If anyone wonders why someone murdered UnitedHealthcareâ€™s CEO, the answer is just a search away.\n\nWas it right for someone to murder him? No, but a lot of people who have insurance from the company he ran should not have been denied coverage either.\n\nWe need real reform. Now.']"
11,65,11_unitedhealth_murdering_ceos_killed,"['unitedhealth', 'murdering', 'ceos', 'killed', 'healthcare', 'ceoâ', 'insurance', 'death', 'dying', 'feds']","[""Don't care. Someone needed to do something bold to show what a racket the health care industry is. The United guy was at a fucking investment meeting. Nobody should be making money off denied health insurance claims. \n\nFree Luigi now."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him. FK YOU."", ""Fuck you corpo mouthpiece. It's not strange people support Luigi. I hope your whole family is denied health insurance every time they're sick. That ceo single handedly killed tens of thousands of our fellow citizens, yet bootlicker pos like you is defending him.""]"
12,56,12_healthcare_antitrust_lawsuit_fraud,"['healthcare', 'antitrust', 'lawsuit', 'fraud', 'executives', 'policy', 'died', 'insider', 'claims', 'billionaires']","['United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference.\nQ3815\n""What happens when people learn the TRUTH?\nWhatâ€¦', 'United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)! Thompson gets shot at investor conference. \n\nQ3815\n""What happens when people learn the TRUTH?â€¦', 'United Healthcare CEO Brian Thompson and other executives were caught with insider trading, sold $117M of their stock during the federal probe (and investors were not notified)!']"
13,51,13_ceos_healthcare_executive_justice,"['ceos', 'healthcare', 'executive', 'justice', 'shooter', 'death', 'journalism', 'patients', 'obama', 'united']","[""The murder of Brian Thompson, United Healthcare executive, is now celebrated by the Left. Yet he was simply implementing Obama Care, the signature accomplishment of the Left under Obama. Think about it. Think hard. Hypocrocy doesn't begin to describe this sick bunch of cretins."", 'DISGUSTING: Fat left activists are posting videos celebrating the killing of United Healthcare CEO Brian Thompson and describing the murderer as a â€œhero.â€\x9d\n\nThese same freaks are the ones who say genocide when countries go after terrorists.', 'Letâ€™s get this straight. \n\nSince the left is actually celebrating the death of United Healthcareâ€™s CEO Brian Thompson, the lack of outcry for gun control is deafening. \n\nIf they really mean what they say, the left has to change their whole stance on guns. \n\nOr is it aâ€¦']"
14,37,14_activist_thompsonâ_executives_enron,"['activist', 'thompsonâ', 'executives', 'enron', 'journalist', 'healthcare', 'violentcrime', 'empathy', 'reporter', 'morgan']","['Be careful CEO of Enron, Taylor Lorenz ""felt joy"" when UnitedHealth CEO was shot by Luigi Mangione. \n\nSource: Lorenz Taylor\'s interview with Piers Morgan. It\'s on YouTube if you want to watch.', ""Taylor Lorenz tells Piers Morgan she felt 'joy' over killing of UnitedHealthcare CEO Brian Thompson"", 'Taylor Lorenz says she ""felt joy"" after the murder of UnitedHealthcare CEO']"
